gene	cor	p	r2	Ensembl	in_Oxphos_68_Porcelli_list	is_in_TF_list
ND-MLRQ	0.318747677376852	1.70013725231143e-275	0.101600081833138	FBgn0052230	TRUE	FALSE
Mlp60A	0.31789966869605	5.79635259439229e-274	0.101060199357058	FBgn0259209	FALSE	FALSE
CG7630	0.314942666575328	1.17102668983276e-268	0.099188883229578	FBgn0040793	FALSE	FALSE
kdn	0.314848744083213	1.72222719375855e-268	0.0991297316507764	FBgn0261955	FALSE	FALSE
mt:ATPase6	0.313733662608039	1.66089697322169e-266	0.0984288110534547	FBgn0013672	FALSE	FALSE
ATPsyndelta	0.312872033749941	5.59395822398051e-265	0.0978889095028243	FBgn0028342	TRUE	FALSE
Eno	0.311245640863961	4.13868830239088e-262	0.0968738489568181	FBgn0000579	FALSE	FALSE
mt:Cyt-b	0.310557618741382	6.68580443047126e-261	0.0964460345583173	FBgn0013678	FALSE	FALSE
RFeSP	0.310451520911975	1.02610595633961e-260	0.0963801468365587	FBgn0021906	TRUE	FALSE
RpS4	0.309235802367554	1.37219448912299e-258	0.0956267814659051	FBgn0011284	FALSE	FALSE
lncRNA:CR31781	0.305400603435606	6.01125883422134e-252	0.0932695285788325	FBgn0051781	FALSE	FALSE
RpL7	0.305154092025177	1.59382828932944e-251	0.0931190198797101	FBgn0005593	FALSE	FALSE
Mlp84B	0.302307504572702	1.15547996041185e-246	0.0913898273209743	FBgn0014863	FALSE	FALSE
ninaE	0.302133606362913	2.27985798620923e-246	0.0912847160938597	FBgn0002940	FALSE	FALSE
Mpcp2	0.301578707914512	1.9876379881286e-245	0.0909497170673864	FBgn0026409	FALSE	FALSE
RpS2	0.298400101978969	4.4210113570746e-240	0.0890426208610589	FBgn0004867	FALSE	FALSE
RpLP2	0.298222947937195	8.74070400742565e-240	0.0889369266763509	FBgn0003274	FALSE	FALSE
COX8	0.297682275068863	6.97774582498718e-239	0.0886147368901744	FBgn0263911	FALSE	FALSE
Mdh2	0.297151168481031	5.34590278251009e-238	0.0882988169296421	FBgn0262559	FALSE	FALSE
mt:ND5	0.296134238959552	2.60606533209539e-236	0.0876954874841532	FBgn0013684	FALSE	FALSE
sun	0.29535796230587	5.01029983852495e-235	0.087236325897476	FBgn0014391	TRUE	FALSE
roh	0.294559684007715	1.03741391432606e-233	0.086765407442725	FBgn0250838	FALSE	FALSE
RpL17	0.293946280565725	1.05771862809124e-232	0.0864044158584237	FBgn0029897	FALSE	FALSE
RpLP1	0.292762797734236	9.18193197981277e-231	0.0857100557371772	FBgn0002593	FALSE	FALSE
ND-51	0.292256199280518	6.16476550066513e-230	0.0854136860178938	FBgn0031771	TRUE	FALSE
porin	0.292003140466627	1.5936017991484e-229	0.0852658340423726	FBgn0004363	FALSE	FALSE
RpL13A	0.28968666910148	9.08614441669355e-226	0.0839183662551105	FBgn0037351	FALSE	FALSE
RpS16	0.288028943385565	4.21292838712178e-223	0.0829606722278049	FBgn0034743	FALSE	FALSE
RpL7A	0.287467967185776	3.33230768601873e-222	0.0826378321579226	FBgn0014026	FALSE	FALSE
RpL12	0.287216440277684	8.40982449656522e-222	0.0824932835657845	FBgn0034968	FALSE	FALSE
ox	0.286799583403339	3.8920683145643e-221	0.0822540010403288	FBgn0011227	TRUE	FALSE
RpL19	0.286703180665368	5.5449552281079e-221	0.0821987138036385	FBgn0285950	FALSE	FALSE
RpL15	0.28639106828508	1.74242910108511e-220	0.0820198439934692	FBgn0028697	FALSE	FALSE
RpL5	0.285753323088424	1.79982010186535e-219	0.081654961656077	FBgn0064225	FALSE	FALSE
RpL39	0.285750685098588	1.81726484548203e-219	0.0816534540343123	FBgn0023170	FALSE	FALSE
RpL37a	0.285278732815628	1.01893575457858e-218	0.0813839553968905	FBgn0030616	FALSE	FALSE
Tpi	0.284054596989485	8.77813856892781e-217	0.080687014070859	FBgn0086355	FALSE	FALSE
Neb-cGP	0.282722726079243	1.09116540704558e-214	0.0799321398416789	FBgn0083167	FALSE	FALSE
CG7920	0.282362515897873	4.00287601734517e-214	0.0797285903841768	FBgn0039737	FALSE	FALSE
RpL8	0.281213234860469	2.49900463583359e-212	0.0790808834606891	FBgn0261602	FALSE	FALSE
RpL3	0.281164105565441	2.98074894455155e-212	0.0790532542584143	FBgn0020910	FALSE	FALSE
RpS27A	0.280409480180558	4.44934204099218e-211	0.0786294765751306	FBgn0003942	FALSE	FALSE
RpS8	0.280091581153887	1.38594960939609e-210	0.0784512938332843	FBgn0039713	FALSE	FALSE
PyK	0.278337557014431	7.12273554802916e-208	0.0774717956447615	FBgn0267385	FALSE	FALSE
CG45076	0.277368297614495	2.19862860773516e-206	0.076933172521563	FBgn0266446	FALSE	FALSE
Cyt-c-p	0.277153881184841	4.68638477339412e-206	0.076814273855821	FBgn0284248	FALSE	FALSE
Strn-Mlck	0.277029598364764	7.26473428028462e-206	0.0767453983701424	FBgn0265045	FALSE	FALSE
ND-ACP	0.277028490527917	7.29316970389124e-206	0.0767447845641763	FBgn0011361	TRUE	FALSE
RpL41	0.275634319027252	9.81187799118918e-204	0.075974277825617	FBgn0066084	FALSE	FALSE
RpL14	0.275436732321002	1.96086532946254e-203	0.075865393511671	FBgn0017579	FALSE	FALSE
RpS10b	0.27503886891718	7.89173861567086e-203	0.0756463794152417	FBgn0285947	FALSE	FALSE
RpL32	0.274487836000513	5.40789522746246e-202	0.0753435721122444	FBgn0002626	FALSE	FALSE
RpS18	0.273946209599205	3.57042028905557e-201	0.0750465257537714	FBgn0010411	FALSE	FALSE
RpS6	0.273642412952313	1.02721066409683e-200	0.0748801701663642	FBgn0261592	FALSE	FALSE
RpS5a	0.273146578706327	5.74697506357886e-200	0.0746090534589717	FBgn0002590	FALSE	FALSE
RpL10	0.273114471508538	6.42401836677186e-200	0.0745915145473881	FBgn0024733	FALSE	FALSE
RpS26	0.272810095902356	1.84502427620391e-199	0.0744253484262524	FBgn0261597	FALSE	FALSE
RpL6	0.272513678859932	5.14811230246189e-199	0.0742637051657743	FBgn0039857	FALSE	FALSE
RpL10Ab	0.272369632662896	8.47248042222683e-199	0.0741852167969207	FBgn0036213	FALSE	FALSE
Arr2	0.272263820964181	1.22140348652893e-198	0.0741275882060154	FBgn0000121	FALSE	FALSE
COX7A	0.271871313755941	4.7367658670058e-198	0.0739140112433815	FBgn0040529	TRUE	FALSE
CG5214	0.271608990822498	1.17037806147412e-197	0.073771443895616	FBgn0037891	FALSE	FALSE
RpL26	0.271215287204159	4.54043585453968e-197	0.0735577320132344	FBgn0036825	FALSE	FALSE
SdhC	0.271182009706646	5.09117141791339e-197	0.0735396823885354	FBgn0037873	TRUE	FALSE
RpS9	0.271157291083221	5.54300724275879e-197	0.0735262765075907	FBgn0010408	FALSE	FALSE
ND-B12	0.271006680813703	9.30382471351629e-197	0.0734446210456604	FBgn0034645	TRUE	FALSE
RpL21	0.270756961582313	2.19414375136909e-196	0.073309332245286	FBgn0032987	FALSE	FALSE
eEF1alpha1	0.27027601708228	1.14224441921552e-195	0.0730491254098609	FBgn0284245	FALSE	FALSE
RpS15	0.270179972420533	1.58732791593613e-195	0.0729972174971598	FBgn0034138	FALSE	FALSE
RpS23	0.269972212961478	3.23293669586248e-195	0.0728849957713178	FBgn0033912	FALSE	FALSE
eIF4A	0.269831542718918	5.23133781823761e-195	0.0728090614460713	FBgn0001942	FALSE	FALSE
RpL27A	0.26892702908835	1.14705771379282e-193	0.0723217469742861	FBgn0285948	FALSE	FALSE
Unc-89	0.268837209073387	1.55762519518557e-193	0.0722734449823682	FBgn0053519	FALSE	FALSE
RpS11	0.26853036078288	4.42609974810054e-193	0.0721085546621837	FBgn0033699	FALSE	FALSE
RpL4	0.267771968892608	5.81370579919558e-192	0.0717018273246239	FBgn0003279	FALSE	FALSE
RpS17	0.267670251472188	8.20696758687337e-192	0.0716473635231845	FBgn0005533	FALSE	FALSE
RpS28b	0.267261054742541	3.27993218516229e-191	0.0714284713820956	FBgn0030136	FALSE	FALSE
RpS3A	0.267198343284789	4.05491733360256e-191	0.0713949546541361	FBgn0017545	FALSE	FALSE
SdhA	0.266959795578134	9.08151715397178e-191	0.0712675324551191	FBgn0261439	TRUE	FALSE
UQCR-6.4	0.266522619816499	3.97170312382792e-190	0.0710343068738501	FBgn0034245	TRUE	FALSE
RpL28	0.266439152711263	5.26243379579371e-190	0.0709898220974957	FBgn0035422	FALSE	FALSE
Hsc70-4	0.265413481999843	1.65709499182746e-188	0.070444316427281	FBgn0266599	FALSE	FALSE
sta	0.265237898206839	2.98641818888307e-188	0.0703511426451815	FBgn0003517	FALSE	FALSE
RpL36	0.265076292142926	5.13355464166532e-188	0.0702654406562421	FBgn0002579	FALSE	FALSE
RpS29	0.264294660411817	7.01456346645901e-187	0.0698516675221976	FBgn0261599	FALSE	FALSE
RpL24	0.264144699484608	1.15725512793676e-186	0.0697724222658138	FBgn0032518	FALSE	FALSE
Rack1	0.263428572148223	1.2583182061576e-185	0.0693946126240515	FBgn0020618	FALSE	FALSE
RpL18A	0.263406882974782	1.35247161299515e-185	0.0693831859984902	FBgn0010409	FALSE	FALSE
RpS21	0.263352493188473	1.62069174171405e-185	0.0693545356685849	FBgn0015521	FALSE	FALSE
tn	0.262611597056957	1.89739359793354e-184	0.0689648509088053	FBgn0265356	FALSE	FALSE
RpL38	0.261798501108234	2.7974776419819e-183	0.0685384551825178	FBgn0040007	FALSE	FALSE
RpL23	0.261715450113022	3.68041517864102e-183	0.0684949768278618	FBgn0010078	FALSE	FALSE
Scsalpha1	0.261478743701445	8.03889564811025e-183	0.0683711334076859	FBgn0004888	FALSE	FALSE
RpL35A	0.261353030685169	1.21689481057414e-182	0.068305406648323	FBgn0037328	FALSE	FALSE
ND-PDSW	0.261302147856876	1.43914150125172e-182	0.0682788124746165	FBgn0021967	TRUE	FALSE
RpL18	0.260509321387415	1.95488490502917e-181	0.0678651065297314	FBgn0035753	FALSE	FALSE
Gapdh2	0.260321497055595	3.62211081885964e-181	0.0677672818292659	FBgn0001092	FALSE	FALSE
RpL13	0.25919752236815	1.43600728204663e-179	0.0671833556017877	FBgn0011272	FALSE	FALSE
mt:ND1	0.258731080605564	6.57777006559654e-179	0.0669417720713231	FBgn0013679	FALSE	FALSE
RpS7	0.257986522115073	7.41759272152902e-178	0.0665570455930311	FBgn0039757	FALSE	FALSE
RpL27	0.25726580651352	7.68176942857976e-177	0.0661856952010521	FBgn0039359	FALSE	FALSE
Arr1	0.256723360674183	4.44033227966852e-176	0.0659068839158464	FBgn0000120	FALSE	FALSE
RpS13	0.256569520546975	7.29752956815684e-176	0.0658279188737047	FBgn0010265	FALSE	FALSE
RpL9	0.256497895559721	9.19558786748245e-176	0.0657911704265656	FBgn0015756	FALSE	FALSE
RpL23A	0.256442265432256	1.10037213504212e-175	0.0657626355000276	FBgn0026372	FALSE	FALSE
ND-B14.5B	0.255353698237635	3.65752309885927e-174	0.0652055112036374	FBgn0031505	TRUE	FALSE
ND-SGDH	0.254765321227832	2.41314167770939e-173	0.0649053689003203	FBgn0011455	TRUE	FALSE
RpS27	0.254177688756845	1.58051430949681e-172	0.0646062974617716	FBgn0039300	FALSE	FALSE
RpS25	0.253756467852761	6.06112457873925e-172	0.0643923449771091	FBgn0086472	FALSE	FALSE
RpS3	0.253536891392076	1.22017053502554e-171	0.0642809552967572	FBgn0002622	FALSE	FALSE
RpLP0	0.25285543451024	1.06555151339753e-170	0.0639358707613623	FBgn0000100	FALSE	FALSE
RpL11	0.252769007630535	1.40195010062936e-170	0.0638921712185253	FBgn0013325	FALSE	FALSE
ND-42	0.252532004850355	2.97341184382754e-170	0.0637724134737399	FBgn0019957	TRUE	FALSE
SdhB	0.252479922516895	3.50722147992128e-170	0.0637461112741373	FBgn0014028	TRUE	FALSE
pAbp	0.252156734425956	9.76250033175034e-170	0.0635830187163619	FBgn0265297	FALSE	FALSE
Chchd2	0.251422012367926	9.95154901640661e-169	0.0632130283031374	FBgn0260747	FALSE	FALSE
RpS15Aa	0.250379933517041	2.64438098765744e-167	0.0626901111079979	FBgn0010198	FALSE	FALSE
RpL36A	0.249187569552467	1.10656904331139e-165	0.0620944448194656	FBgn0031980	FALSE	FALSE
RpS14a	0.249059635059447	1.64988645605054e-165	0.0620307018159447	FBgn0004403	FALSE	FALSE
RpS12	0.247887675389978	6.33749652714367e-164	0.0614482996102473	FBgn0286213	FALSE	FALSE
trp	0.247426231038498	2.65134830212666e-163	0.0612197398059161	FBgn0003861	FALSE	FALSE
muc	0.247320811972592	3.6751852378252e-163	0.0611675840347822	FBgn0283658	FALSE	FALSE
RpL37A	0.247233503089446	4.81590388391117e-163	0.061124405049879	FBgn0261608	FALSE	FALSE
LUBEL	0.245426859831224	1.26320588950368e-160	0.0602343435266155	FBgn0031857	FALSE	FALSE
ND-20	0.245025135196114	4.33114862324586e-160	0.0600373168778739	FBgn0030718	TRUE	FALSE
CG33521	0.24496577398014	5.19509248225817e-160	0.0600082304216891	FBgn0250819	FALSE	FALSE
Pglym78	0.243768514014859	2.01445757801279e-158	0.0594230884250126	FBgn0014869	FALSE	FALSE
RpL40	0.243638541981404	2.99283735840311e-158	0.0593597391388246	FBgn0003941	FALSE	FALSE
ND-18	0.242795121057111	3.88369647327427e-157	0.0589494708091374	FBgn0031021	TRUE	FALSE
Gdh	0.242337705405855	1.55288276885438e-156	0.058727563461375	FBgn0001098	FALSE	FALSE
ND-B17.2	0.242151359428602	2.72884077402989e-156	0.0586372808731202	FBgn0031436	TRUE	FALSE
eEF5	0.241262856365931	3.98543996631235e-155	0.0582077658618479	FBgn0285952	FALSE	FALSE
Asph	0.239594584465345	5.94305693950912e-153	0.0574055649051212	FBgn0034075	FALSE	FALSE
CG42319	0.239307166023266	1.40208049134096e-152	0.0572679197100868	FBgn0259219	FALSE	FALSE
Pgi	0.23751578224271	2.87614064179332e-150	0.0564137468143666	FBgn0003074	FALSE	FALSE
RpS20	0.236620528848517	4.04569820424075e-149	0.0559892746725519	FBgn0019936	FALSE	FALSE
NP15.6	0.235877067182997	3.60432931078241e-148	0.0556379908228523	FBgn0027785	FALSE	FALSE
ND-B17	0.234057836179616	7.36194668520867e-146	0.054783070677084	FBgn0001989	TRUE	FALSE
RpL34b	0.233670030044135	2.2744565207532e-145	0.0546016829408268	FBgn0037686	FALSE	FALSE
ND-30	0.233459458477651	4.19273657044125e-145	0.0545033187526779	FBgn0266582	TRUE	FALSE
CG13124	0.232880642516909	2.24521397681729e-144	0.0542333936590881	FBgn0032156	FALSE	FALSE
eEF1beta	0.232555632815735	5.74884663908089e-144	0.0540821223543269	FBgn0028737	FALSE	FALSE
Tctp	0.23180988362514	4.94426186275239e-143	0.0537358221463009	FBgn0037874	FALSE	FALSE
ND-13B	0.23127785475939	2.28436695032006e-142	0.0534894461021056	FBgn0047038	TRUE	FALSE
fabp	0.230964209080156	5.62094965509881e-142	0.0533444658760219	FBgn0037913	FALSE	FALSE
SdhD	0.230665550715756	1.32318499917531e-141	0.0532065962870029	FBgn0039112	TRUE	FALSE
ND-23	0.230403533143658	2.80140907742675e-141	0.0530857880850806	FBgn0017567	TRUE	FALSE
Act87E	0.230307890459673	3.68284094908005e-141	0.0530417244079847	FBgn0000046	FALSE	FALSE
RpS19a	0.230020978665421	8.36091779201539e-141	0.0529096506261982	FBgn0010412	FALSE	FALSE
RpL31	0.230009767989362	8.63290454532901e-141	0.05290449337052	FBgn0285949	FALSE	FALSE
CG14109	0.229179968939523	9.1865494182257e-140	0.0525234581631206	FBgn0036364	FALSE	FALSE
ScsbetaA	0.228898886174926	2.04221019007884e-139	0.0523947000921219	FBgn0037643	FALSE	FALSE
RpS24	0.227697030670644	6.14140362246338e-138	0.0518459377762282	FBgn0261596	FALSE	FALSE
ND-B16.6	0.22730300653564	1.86640505118825e-137	0.0516666567801413	FBgn0029868	TRUE	FALSE
Idh3b	0.226239918044046	3.70542212690481e-136	0.0511845005165765	FBgn0038922	FALSE	FALSE
UQCR-11	0.225955131417293	8.22938436457519e-136	0.0510557214138061	FBgn0260008	TRUE	FALSE
RpS30	0.225307493629026	5.03062485481719e-135	0.0507634666853935	FBgn0038834	FALSE	FALSE
RpL29	0.225071261328736	9.7229065898129e-135	0.050657072676108	FBgn0016726	FALSE	FALSE
TpnC41C	0.224924735414035	1.4626237865359e-134	0.0505911366010739	FBgn0013348	FALSE	FALSE
Oda	0.22434651150645	7.30632341819388e-134	0.0503313572251136	FBgn0014184	FALSE	FALSE
Lsp2	0.224038154548804	1.71957759644221e-133	0.0501930946936338	FBgn0002565	FALSE	FALSE
Sod2	0.223913799786886	2.42756794232726e-133	0.0501373897350017	FBgn0010213	FALSE	FALSE
ND-B15	0.223898056299122	2.53584888781047e-133	0.0501303396145247	FBgn0033961	TRUE	FALSE
Mp20	0.223870046702851	2.74054937307656e-133	0.0501177978107368	FBgn0002789	FALSE	FALSE
RpL22	0.222567603821105	1.0009578438146e-131	0.0495363382706682	FBgn0015288	FALSE	FALSE
Non1	0.222495814284428	1.21969663973191e-131	0.0495043873740908	FBgn0028473	FALSE	FALSE
Zasp52	0.221988863773548	4.91502803800947e-131	0.0492790556394709	FBgn0265991	FALSE	FALSE
CG44085	0.220702408619553	1.66216973633933e-129	0.0487095531704723	FBgn0264894	FALSE	FALSE
ND-B14	0.220359753297426	4.22986408499379e-129	0.0485584208733023	FBgn0033570	TRUE	FALSE
alphaTub84B	0.219272858372002	8.09958198047317e-128	0.0480805864186279	FBgn0003884	FALSE	FALSE
IscU	0.21915058068779	1.12789792477895e-127	0.0480269770157954	FBgn0037637	FALSE	FALSE
CG6770	0.218589092043929	5.14624162909796e-127	0.047781191160589	FBgn0032400	FALSE	FALSE
RpL30	0.218218962758605	1.39646216102424e-126	0.0476195157074415	FBgn0086710	FALSE	FALSE
CG7430	0.217993221880119	2.5647673971105e-126	0.047521044785675	FBgn0036762	FALSE	FALSE
Pgm1	0.217575981304913	7.87498760129921e-126	0.0473393076407959	FBgn0003076	FALSE	FALSE
ND-15	0.217378200536978	1.33917223961734e-125	0.0472532820686944	FBgn0031228	TRUE	FALSE
eEF1gamma	0.217359268432299	1.40895379607663e-125	0.0472450515734243	FBgn0029176	FALSE	FALSE
Pdh	0.217188457675575	2.22759337566775e-125	0.0471708261474949	FBgn0011693	FALSE	FALSE
CG4239	0.216987685069081	3.81462546292998e-125	0.0470836554716386	FBgn0030745	FALSE	FALSE
Pkcdelta	0.216768843718337	6.85208726633162e-125	0.0469887316069848	FBgn0259680	FALSE	FALSE
Hsc70-5	0.216740716830276	7.38747262287283e-125	0.0469765383321021	FBgn0001220	FALSE	FALSE
mt:ND2	0.216672456668184	8.86685364696813e-125	0.0469469534786262	FBgn0013680	FALSE	FALSE
Lk6	0.21654161931153	1.25788384193708e-124	0.0468902728940596	FBgn0017581	FALSE	FALSE
CG5028	0.216234941739597	2.8525060928548e-124	0.0467575500291269	FBgn0039358	FALSE	FALSE
RpL35	0.216022576092219	5.02500808186082e-124	0.0466657533815185	FBgn0029785	FALSE	FALSE
betaTub56D	0.215576182052619	1.64884467078531e-123	0.0464730902683841	FBgn0284243	FALSE	FALSE
CG34172	0.214993615447486	7.74258061871809e-123	0.0462222546831815	FBgn0085201	FALSE	FALSE
CG5903	0.214935974797924	9.02065389825191e-123	0.0461974732623337	FBgn0038400	FALSE	FALSE
ND-MWFE	0.214596592741034	2.21574058888506e-122	0.0460516976160613	FBgn0085468	TRUE	FALSE
CG5177	0.214415748301796	3.57445827406711e-122	0.0459741131198192	FBgn0031908	FALSE	FALSE
Lsp1beta	0.213427631200505	4.8376980613337e-121	0.0455513537598588	FBgn0002563	FALSE	FALSE
ND-B14.7	0.21130478527283	1.24763919136784e-118	0.044649712279197	FBgn0034576	TRUE	FALSE
l(2)01289	0.211284124103818	1.31652759293863e-118	0.0446409810983174	FBgn0010482	FALSE	FALSE
ND-24	0.209398595924087	1.73401553840437e-116	0.0438477719749791	FBgn0030853	TRUE	FALSE
CG10527	0.208730478341541	9.66405227787611e-116	0.0435684125886887	FBgn0034583	FALSE	FALSE
CG11267	0.208481206872627	1.83174028366474e-115	0.0434644136190673	FBgn0036334	FALSE	FALSE
CG6115	0.207010291599011	7.83825119210373e-114	0.0428532608279075	FBgn0040985	FALSE	FALSE
mt:ND6	0.20514813044802	8.7401313679225e-112	0.0420857554263178	FBgn0013685	FALSE	FALSE
Nplp2	0.204922088193385	1.5440750510237e-111	0.0419930622295375	FBgn0287423	FALSE	FALSE
CG5612	0.20470936309897	2.63626121094263e-111	0.0419059233403861	FBgn0039529	FALSE	FALSE
Cyp1	0.204539172443531	4.04266524681432e-111	0.0418362730638847	FBgn0004432	FALSE	FALSE
ND-B22	0.204198579092914	9.50069643706746e-111	0.0416970597035652	FBgn0032511	TRUE	FALSE
ND-ASHI	0.204162563440498	1.03981606254218e-110	0.0416823523105955	FBgn0029888	TRUE	FALSE
ND-13A	0.202792164676695	3.18420485416286e-109	0.04112466205426	FBgn0031684	TRUE	FALSE
zormin	0.20190084563207	2.90888816943218e-108	0.0407639514669449	FBgn0052311	FALSE	FALSE
Pdha	0.201547915056633	6.96427745427584e-108	0.0406215620636757	FBgn0028325	FALSE	FALSE
CG4461	0.199995677839429	3.1763026003127e-106	0.0399982711544526	FBgn0035982	FALSE	FALSE
CG6503	0.199718605112609	6.26042261589765e-106	0.0398875212281261	FBgn0040606	FALSE	FALSE
QIL1	0.199519083300233	1.01984199427749e-105	0.0398078646009652	FBgn0036726	FALSE	FALSE
CG9485	0.199504365509234	1.05719930875531e-105	0.0398019918572422	FBgn0034618	FALSE	FALSE
Cam	0.199274718592242	1.8526029060105e-105	0.0397104134700174	FBgn0000253	FALSE	FALSE
CG5023	0.199097133166006	2.8573923108443e-105	0.0396396684349223	FBgn0038774	FALSE	FALSE
CG1674	0.198626302986857	8.99567447286308e-105	0.0394524082382268	FBgn0039897	FALSE	FALSE
Pdhb	0.198239615729664	2.30216855036004e-104	0.0392989452446449	FBgn0039635	FALSE	FALSE
Tps1	0.197620367338166	1.03251662376355e-103	0.0390538095868715	FBgn0027560	FALSE	FALSE
Cisd2	0.197133423544999	3.34860486093931e-103	0.0388615866785719	FBgn0062442	FALSE	FALSE
Alas	0.196752894271769	8.3795707281081e-103	0.038711701404318	FBgn0020764	FALSE	FALSE
Obp99b	0.195837204098894	7.55822850824844e-102	0.0383522105092718	FBgn0039685	FALSE	FALSE
Droj2	0.194821787673509	8.55156453789359e-101	0.037955528952302	FBgn0038145	FALSE	FALSE
eIF1A	0.193683086419739	1.2781930929859e-99	0.037513137965076	FBgn0026250	FALSE	FALSE
eEF1alpha2	0.193570330749256	1.66916692293539e-99	0.0374694729463764	FBgn0000557	FALSE	FALSE
CG42390	0.193296838938085	3.18658352727457e-99	0.0373636679434559	FBgn0259736	FALSE	FALSE
