gene	cor	p	r2	Ensembl	in_Oxphos_68_Porcelli_list	is_in_TF_list
Mdh2	0.297099870858007	0	0.0882683332638442	FBgn0262559	FALSE	FALSE
mt:ND5	0.29691417486205	0	0.0881580272340119	FBgn0013684	FALSE	FALSE
COX8	0.296668463753635	0	0.088012177385942	FBgn0263911	FALSE	FALSE
Arr2	0.293020533276205	0	0.0858610329214715	FBgn0000121	FALSE	FALSE
tn	0.291839303231487	0	0.0851701789106396	FBgn0265356	FALSE	FALSE
RpL17	0.29170977240251	0	0.0850945913151245	FBgn0029897	FALSE	FALSE
RpS8	0.290719060196084	0	0.0845175719612946	FBgn0039713	FALSE	FALSE
Eno	0.290681504043706	0	0.0844957367931112	FBgn0000579	FALSE	FALSE
Mpcp2	0.290607030146045	0	0.0844524459703045	FBgn0026409	FALSE	FALSE
CG7920	0.289682707599564	0	0.0839160710822145	FBgn0039737	FALSE	FALSE
roh	0.289153429695415	0	0.0836097059046212	FBgn0250838	FALSE	FALSE
ND-51	0.288547235920236	0	0.0832595073572082	FBgn0031771	TRUE	FALSE
RpL39	0.287280436916855	0	0.082530049435139	FBgn0023170	FALSE	FALSE
RpL5	0.283544451333962	0	0.0803974558822773	FBgn0064225	FALSE	FALSE
RpL3	0.283405170928084	0	0.0803184909087767	FBgn0020910	FALSE	FALSE
RpS16	0.282916006255376	0	0.0800414665954917	FBgn0034743	FALSE	FALSE
RpL8	0.281521697128515	0	0.0792544659541195	FBgn0261602	FALSE	FALSE
RpL13A	0.281250965411152	0	0.0791021055447052	FBgn0037351	FALSE	FALSE
Arr1	0.281003369342665	0	0.0789628935819302	FBgn0000120	FALSE	FALSE
RpL12	0.280220504763029	0	0.0785235312896467	FBgn0034968	FALSE	FALSE
RpL37a	0.279752341345895	0	0.0782613724885103	FBgn0030616	FALSE	FALSE
RpL19	0.279508034763122	0	0.0781247414971429	FBgn0285950	FALSE	FALSE
RpL15	0.279353852702518	0	0.07803857501974	FBgn0028697	FALSE	FALSE
RpL10Ab	0.278105211794638	0	0.0773425088273405	FBgn0036213	FALSE	FALSE
PyK	0.277399214958776	0	0.0769503244597453	FBgn0267385	FALSE	FALSE
ND-B12	0.277326734688624	0	0.0769101177730545	FBgn0034645	TRUE	FALSE
RpS15	0.277106236104219	0	0.076787866087847	FBgn0034138	FALSE	FALSE
porin	0.276748623061577	0	0.076589800366479	FBgn0004363	FALSE	FALSE
RpS26	0.276247501652701	0	0.0763126821693589	FBgn0261597	FALSE	FALSE
RpS5a	0.275975899733112	0	0.0761626972335009	FBgn0002590	FALSE	FALSE
eIF4A	0.275263473244762	0	0.0757699797027697	FBgn0001942	FALSE	FALSE
RpL27A	0.27507969541313	0	0.0756688388285806	FBgn0285948	FALSE	FALSE
RpL41	0.274786075985878	0	0.0755073875557167	FBgn0066084	FALSE	FALSE
RpS18	0.274742123281489	0	0.0754832343052211	FBgn0010411	FALSE	FALSE
RpS27A	0.273774529240719	0	0.0749524928609771	FBgn0003942	FALSE	FALSE
RpS23	0.273612526440701	0	0.074863814625263	FBgn0033912	FALSE	FALSE
RpL14	0.273490019060741	0	0.0747967905258445	FBgn0017579	FALSE	FALSE
RpS10b	0.273124103937358	0	0.0745967761515845	FBgn0285947	FALSE	FALSE
ox	0.27271928419761	0	0.0743758079732568	FBgn0011227	TRUE	FALSE
RpL32	0.272461852085717	0	0.0742354608419789	FBgn0002626	FALSE	FALSE
RpL26	0.272324264143141	0	0.0741605048411032	FBgn0036825	FALSE	FALSE
eEF1alpha1	0.272215959094218	0	0.0741015283855852	FBgn0284245	FALSE	FALSE
RpS2	0.271983899188862	0	0.0739752414179772	FBgn0004867	FALSE	FALSE
RpL28	0.270896434213861	0	0.0733848780697846	FBgn0035422	FALSE	FALSE
CG5214	0.270428596096565	0	0.0731316255867589	FBgn0037891	FALSE	FALSE
RpS6	0.27028797640737	0	0.0730555901903911	FBgn0261592	FALSE	FALSE
RpS17	0.270203852793936	0	0.0730101220646868	FBgn0005533	FALSE	FALSE
CG33521	0.270003729639341	0	0.0729020140191546	FBgn0250819	FALSE	FALSE
RpL6	0.269734526319405	0	0.0727567146887536	FBgn0039857	FALSE	FALSE
Neb-cGP	0.269336346236155	0	0.0725420674038419	FBgn0083167	FALSE	FALSE
CG42319	0.269224771430751	0	0.07248197755194	FBgn0259219	FALSE	FALSE
Rack1	0.268484770916824	0	0.0720840722142592	FBgn0020618	FALSE	FALSE
ND-ACP	0.268273687347704	0	0.0719707713231339	FBgn0011361	TRUE	FALSE
SdhC	0.268253829836541	0	0.0719601172219718	FBgn0037873	TRUE	FALSE
RpL10	0.265328243988895	0	0.0703990770582305	FBgn0024733	FALSE	FALSE
RpS3A	0.265257595604807	0	0.0703615920260432	FBgn0017545	FALSE	FALSE
LUBEL	0.265189889633412	0	0.0703256775637815	FBgn0031857	FALSE	FALSE
RpL18A	0.264475343187043	0	0.0699472071539044	FBgn0010409	FALSE	FALSE
Tpi	0.264256109614305	0	0.0698312914684878	FBgn0086355	FALSE	FALSE
RpL4	0.263928256540386	0	0.0696581246004477	FBgn0003279	FALSE	FALSE
muc	0.263629973444398	0	0.069500762898294	FBgn0283658	FALSE	FALSE
RpL38	0.263310870726877	0	0.0693326146429459	FBgn0040007	FALSE	FALSE
SdhA	0.262828522732345	0	0.0690788323616669	FBgn0261439	TRUE	FALSE
ND-PDSW	0.262734364075178	0	0.0690293460659882	FBgn0021967	TRUE	FALSE
RpL36	0.262125802602136	0	0.0687099363898139	FBgn0002579	FALSE	FALSE
RpS11	0.262033521771227	0	0.0686615665318321	FBgn0033699	FALSE	FALSE
Scsalpha1	0.261895257836035	0	0.0685891260770034	FBgn0004888	FALSE	FALSE
pAbp	0.261580376088349	0	0.0684242931545221	FBgn0265297	FALSE	FALSE
RpL23	0.260444845513982	0	0.0678315175548021	FBgn0010078	FALSE	FALSE
RpLP0	0.260428069730906	0	0.0678227795037658	FBgn0000100	FALSE	FALSE
RpS7	0.260421325247696	0	0.0678192666437665	FBgn0039757	FALSE	FALSE
COX7A	0.260379261315865	0	0.0677973597233954	FBgn0040529	TRUE	FALSE
RpL24	0.259603068910456	0	0.0673937533877267	FBgn0032518	FALSE	FALSE
RpS28b	0.259466723599867	0	0.0673229806556495	FBgn0030136	FALSE	FALSE
Cyt-c-p	0.259372015678093	0	0.0672738425169168	FBgn0284248	FALSE	FALSE
RpS21	0.259355398045662	0	0.0672652224954239	FBgn0015521	FALSE	FALSE
RpS9	0.258971155627453	0	0.0670660594470184	FBgn0010408	FALSE	FALSE
sta	0.25818396941091	0	0.0666589620607739	FBgn0003517	FALSE	FALSE
RpL27	0.257745654098814	0	0.0664328222068256	FBgn0039359	FALSE	FALSE
RpL23A	0.257699469969616	0	0.066409016822621	FBgn0026372	FALSE	FALSE
RpL13	0.257131938244599	0	0.0661168336654241	FBgn0011272	FALSE	FALSE
Act87E	0.257037279253801	0	0.0660681629261965	FBgn0000046	FALSE	FALSE
RpS29	0.256133290084538	0	0.0656042622895302	FBgn0261599	FALSE	FALSE
RpL18	0.254865732990949	0	0.0649565418530135	FBgn0035753	FALSE	FALSE
Hsc70-4	0.254525326137478	0	0.0647831416453898	FBgn0266599	FALSE	FALSE
ND-SGDH	0.254486123064283	0	0.0647631868322893	FBgn0011455	TRUE	FALSE
RpL9	0.254399751201157	0	0.0647192334112104	FBgn0015756	FALSE	FALSE
trp	0.254196061829488	0	0.0646156378496207	FBgn0003861	FALSE	FALSE
RpS27	0.254097014296022	0	0.0645652926741528	FBgn0039300	FALSE	FALSE
RpL37A	0.253946869694391	0	0.06448901262758	FBgn0261608	FALSE	FALSE
RpS15Aa	0.253795010742376	0	0.0644119074777227	FBgn0010198	FALSE	FALSE
RpS14a	0.253733770602323	0	0.0643808263440725	FBgn0004403	FALSE	FALSE
CG44085	0.253477263800729	0	0.0642507232639044	FBgn0264894	FALSE	FALSE
ND-42	0.253430319184906	0	0.0642269266821632	FBgn0019957	TRUE	FALSE
RpL36A	0.253411359267416	0	0.0642173170057593	FBgn0031980	FALSE	FALSE
RpL35A	0.252887332832928	0	0.0639520031073522	FBgn0037328	FALSE	FALSE
SdhB	0.252814113941732	0	0.0639149762081433	FBgn0014028	TRUE	FALSE
RpL21	0.252730027198406	0	0.0638724666477072	FBgn0032987	FALSE	FALSE
TpnC41C	0.252469455534391	0	0.0637408259778318	FBgn0013348	FALSE	FALSE
ND-20	0.251996083445901	0	0.0635020260720737	FBgn0030718	TRUE	FALSE
RpS13	0.251842576676341	0	0.0634246834269789	FBgn0010265	FALSE	FALSE
RpS25	0.250857764111652	0	0.0629296178150973	FBgn0086472	FALSE	FALSE
RpL11	0.249190908940708	0	0.0620961090986961	FBgn0013325	FALSE	FALSE
eEF5	0.249162952088675	0	0.0620821766935433	FBgn0285952	FALSE	FALSE
UQCR-6.4	0.248291539297339	1.11253692925361e-308	0.061648688486642	FBgn0034245	TRUE	FALSE
ND-B14.5B	0.248042075775557	1.11253692925363e-308	0.0615248713550473	FBgn0031505	TRUE	FALSE
RpS3	0.24760966016791	1.11253692925399e-308	0.0613105438084678	FBgn0002622	FALSE	FALSE
mt:ND1	0.247131321116734	1.11253692926092e-308	0.0610738898769024	FBgn0013679	FALSE	FALSE
Gapdh2	0.241468510369667	9.64792139274574e-305	0.0583070415001459	FBgn0001092	FALSE	FALSE
ND-30	0.240745401942733	7.06249154479177e-303	0.0579583485565682	FBgn0266582	TRUE	FALSE
fabp	0.238965041512666	2.58749354488234e-298	0.05710429106515	FBgn0037913	FALSE	FALSE
NP15.6	0.238431849047461	5.9200677256934e-297	0.0568497466401914	FBgn0027785	FALSE	FALSE
ND-18	0.238331021240469	1.06910146885342e-296	0.0568016756855251	FBgn0031021	TRUE	FALSE
CG13124	0.238059450350443	5.24557239272632e-296	0.0566723019011549	FBgn0032156	FALSE	FALSE
ND-13B	0.237258918466774	5.63533420596053e-294	0.0562917943920232	FBgn0047038	TRUE	FALSE
Gdh	0.236709782748453	1.37967525096359e-292	0.0560315212488198	FBgn0001098	FALSE	FALSE
RpL40	0.236603987214522	2.5523404036304e-292	0.0559814467658096	FBgn0003941	FALSE	FALSE
Non1	0.236285619509767	1.6221708337435e-291	0.0558308939871141	FBgn0028473	FALSE	FALSE
Tctp	0.236051121446963	6.32268004703822e-291	0.0557201319363687	FBgn0037874	FALSE	FALSE
eEF1beta	0.235776432196565	3.10550590438471e-290	0.0555905259793414	FBgn0028737	FALSE	FALSE
ND-23	0.233929016301529	1.31120928555853e-285	0.054722784667801	FBgn0017567	TRUE	FALSE
l(2)01289	0.232982441636893	2.96474699475256e-283	0.0542808181110884	FBgn0010482	FALSE	FALSE
ND-B17	0.232719895468553	1.3277260100015e-282	0.0541585497468943	FBgn0001989	TRUE	FALSE
ND-B17.2	0.232171718572532	3.01972186244917e-281	0.0539037069049232	FBgn0031436	TRUE	FALSE
RpS12	0.23186398944148	1.73821860663274e-280	0.053760909599719	FBgn0286213	FALSE	FALSE
Mp20	0.231671707110863	5.18205107968274e-280	0.0536717798756614	FBgn0002789	FALSE	FALSE
RpS20	0.231360692246395	3.02627666950694e-279	0.0535277699167312	FBgn0019936	FALSE	FALSE
RpL34b	0.231030828122299	1.9611632837714e-278	0.0533752435428754	FBgn0037686	FALSE	FALSE
CG14109	0.230569704281	2.66021647845151e-277	0.0531623885322277	FBgn0036364	FALSE	FALSE
Zasp52	0.230003668336615	6.47922106886839e-276	0.0529016874482996	FBgn0265991	FALSE	FALSE
Idh3b	0.228958573325507	2.30001740534328e-273	0.0524220282992515	FBgn0038922	FALSE	FALSE
ND-B16.6	0.228223749049365	1.4031864196087e-271	0.0520860796301475	FBgn0029868	TRUE	FALSE
SdhD	0.228155792468551	2.05072030568906e-271	0.0520550656369525	FBgn0039112	TRUE	FALSE
RpS19a	0.227993724839157	5.0663155078819e-271	0.0519811385660333	FBgn0010412	FALSE	FALSE
RpL31	0.227531044450893	6.67327930480985e-270	0.0517703761889142	FBgn0285949	FALSE	FALSE
Oda	0.227120061353541	6.55799284676906e-269	0.0515835222692363	FBgn0014184	FALSE	FALSE
RpL35	0.226824123025775	3.38973113981741e-268	0.051449182786412	FBgn0029785	FALSE	FALSE
Pkcdelta	0.22646706694219	2.45200236160754e-267	0.0512873324093985	FBgn0259680	FALSE	FALSE
RpS30	0.226113653455727	1.73234592488148e-266	0.0511273842790964	FBgn0038834	FALSE	FALSE
Chchd2	0.225485581435156	5.54658896211753e-265	0.0508437474351502	FBgn0260747	FALSE	FALSE
eEF1gamma	0.224964523086296	9.75909356908413e-264	0.0506090366474444	FBgn0029176	FALSE	FALSE
CG1674	0.224634722353373	5.97065991814644e-263	0.0504607584867771	FBgn0039897	FALSE	FALSE
Pdh	0.224380328186376	2.40941159463354e-262	0.0503465316770256	FBgn0011693	FALSE	FALSE
ScsbetaA	0.224161016365595	8.01006020238929e-262	0.0502481612580566	FBgn0037643	FALSE	FALSE
RpL29	0.224032748143597	1.61627129949531e-261	0.0501906722407726	FBgn0016726	FALSE	FALSE
Lsp2	0.223909125097735	3.17811346658133e-261	0.0501352963020333	FBgn0002565	FALSE	FALSE
CG7430	0.223481530737575	3.28473914224835e-260	0.0499439945808099	FBgn0036762	FALSE	FALSE
ND-B15	0.221878281487324	1.99830666153639e-256	0.0492299717957682	FBgn0033961	TRUE	FALSE
RpL30	0.221774600977752	3.50224298761396e-256	0.049183973638841	FBgn0086710	FALSE	FALSE
RpL22	0.221160550863197	9.66049439795588e-255	0.0489119892581129	FBgn0015288	FALSE	FALSE
RpS24	0.221149169156321	1.02721419139005e-254	0.048906955018531	FBgn0261596	FALSE	FALSE
Asph	0.219337175831379	1.72586130685902e-250	0.0481087967016854	FBgn0034075	FALSE	FALSE
ND-B14.7	0.218820296129557	2.72457742736609e-249	0.0478823219982272	FBgn0034576	TRUE	FALSE
Sod2	0.218738218270311	4.21984186732231e-249	0.0478464081320703	FBgn0010213	FALSE	FALSE
ND-B14	0.218114108562292	1.16801514190406e-247	0.0475737643539231	FBgn0033570	TRUE	FALSE
mt:ND2	0.217949840633028	2.79431847115857e-247	0.0475021330319625	FBgn0013680	FALSE	FALSE
UQCR-11	0.217821196836696	5.53005867948185e-247	0.0474460737913705	FBgn0260008	TRUE	FALSE
zormin	0.217552831885199	2.29375070518206e-246	0.0473292346612695	FBgn0052311	FALSE	FALSE
Lsp1beta	0.217085416485287	2.72026444034679e-245	0.0471260780505907	FBgn0002563	FALSE	FALSE
alphaTub84B	0.216693074378335	2.15878889149179e-244	0.0469558884835348	FBgn0003884	FALSE	FALSE
CG34172	0.216193480661044	3.00015020436373e-243	0.0467396210803373	FBgn0085201	FALSE	FALSE
Nplp2	0.216064443996994	5.91389195674359e-243	0.0466838439597303	FBgn0287423	FALSE	FALSE
ND-B22	0.215406360695906	1.87064164105963e-241	0.0463999002282549	FBgn0032511	TRUE	FALSE
CG5023	0.215266712736782	3.88755722854838e-241	0.0463397576125	FBgn0038774	FALSE	FALSE
CG4239	0.215104460876372	9.0886919062771e-241	0.0462699290889145	FBgn0030745	FALSE	FALSE
Lk6	0.212629414888284	3.52338892303726e-235	0.0452112680757339	FBgn0017581	FALSE	FALSE
ND-24	0.212023983726145	8.00230096473003e-234	0.0449541696751048	FBgn0030853	TRUE	FALSE
CG5612	0.211399298761348	1.98688890887355e-232	0.0446896635167898	FBgn0039529	FALSE	FALSE
CG5903	0.210205606724106	8.9385573944762e-230	0.0441863970982494	FBgn0038400	FALSE	FALSE
Pgk	0.209634580239856	1.63921053993598e-228	0.0439466572323405	FBgn0250906	FALSE	FALSE
CG5028	0.209515817085879	2.9986214547818e-228	0.0438968776091633	FBgn0039358	FALSE	FALSE
Rh4	0.209149540732844	1.92671828408941e-227	0.0437435303887595	FBgn0003250	FALSE	FALSE
ND-15	0.208177216156763	2.64245879896561e-225	0.0433377533267795	FBgn0031228	TRUE	FALSE
CG5177	0.208025448887621	5.68352259782329e-225	0.0432745873848964	FBgn0031908	FALSE	FALSE
Alas	0.207280251098021	2.42071987556551e-223	0.0429651024952584	FBgn0020764	FALSE	FALSE
CG42390	0.207246673064552	2.8655696300581e-223	0.0429511834963255	FBgn0259736	FALSE	FALSE
QIL1	0.205016269724668	1.97246757468879e-218	0.0420316708518177	FBgn0036726	FALSE	FALSE
Pglym78	0.203399830200672	5.82900264839937e-215	0.0413714909256622	FBgn0014869	FALSE	FALSE
Pgm1	0.203010487382091	3.95441849748136e-214	0.0412132579871141	FBgn0003076	FALSE	FALSE
CG4461	0.202523646345362	4.30884540198798e-213	0.0410158273290214	FBgn0035982	FALSE	FALSE
betaTub56D	0.202306274149394	1.24919241943788e-212	0.0409278285602099	FBgn0284243	FALSE	FALSE
CG4000	0.202028747370754	4.85335760682161e-212	0.0408156147641959	FBgn0038820	FALSE	FALSE
Nplp3	0.201127057785498	3.93558318366456e-210	0.0404520933734512	FBgn0042201	FALSE	FALSE
ninaC	0.20086246422041	1.42372538415347e-209	0.0403457295326956	FBgn0002938	FALSE	FALSE
ND-19	0.200159347441181	4.30001484293981e-208	0.0400637643680794	FBgn0035046	TRUE	FALSE
ND-MWFE	0.200096425971895	5.82967714857817e-208	0.040038579686726	FBgn0085468	TRUE	FALSE
CG6770	0.198433065817808	1.75170229037462e-204	0.0393756816098547	FBgn0032400	FALSE	FALSE
Pdhb	0.198055053384263	1.07016450722883e-203	0.0392258041710433	FBgn0039635	FALSE	FALSE
eEF1alpha2	0.196654467884049	8.4635428895436e-201	0.0386729797387586	FBgn0000557	FALSE	FALSE
mt:ND6	0.196614462717094	1.02330555736242e-200	0.0386572469495315	FBgn0013685	FALSE	FALSE
Tps1	0.196550080608143	1.38887410719752e-200	0.0386319341870676	FBgn0027560	FALSE	FALSE
CG1561	0.196428292196143	2.47443709548468e-200	0.0385840739750932	FBgn0030317	FALSE	FALSE
Hsc70-5	0.195860142246435	3.64184871547216e-199	0.038361195320794	FBgn0001220	FALSE	FALSE
Cyp1	0.195759996028233	5.84516640755128e-199	0.0383219760449739	FBgn0004432	FALSE	FALSE
CG18304	0.195468350876944	2.31491364689524e-198	0.038207876194552	FBgn0031869	FALSE	FALSE
CG7203	0.195464326915538	2.35925749762352e-198	0.0382063030965442	FBgn0031942	FALSE	FALSE
Pgi	0.194982496510474	2.2812900569978e-197	0.038018173945457	FBgn0003074	FALSE	FALSE
CG17108	0.194222558844874	8.07289887348127e-196	0.0377224023642506	FBgn0032285	FALSE	FALSE
CG11752	0.192712290683202	9.24345338612787e-193	0.0371380269803668	FBgn0030292	FALSE	FALSE
awd	0.192640777203815	1.28835842275181e-192	0.03711046904169	FBgn0000150	FALSE	FALSE
CG2233	0.191883028127387	4.30980136124359e-191	0.0368190964833356	FBgn0029990	FALSE	FALSE
Karybeta3	0.191626791822423	1.40762457644893e-190	0.0367208273441544	FBgn0087013	FALSE	FALSE
Pdha	0.191187926407515	1.06456195756077e-189	0.0365528232040055	FBgn0028325	FALSE	FALSE
ND-ASHI	0.191010043709899	2.4138302575515e-189	0.0364848367980575	FBgn0029888	TRUE	FALSE
Aldh	0.190861473882881	4.77949888488382e-189	0.0364281022127456	FBgn0012036	FALSE	FALSE
fau	0.190806919446767	6.14127661945189e-189	0.0364072805087651	FBgn0266451	FALSE	FALSE
CG10527	0.190768856932698	7.3147861901841e-189	0.036392756775408	FBgn0034583	FALSE	FALSE
CG9485	0.190624419101056	1.41983718873059e-188	0.0363376691576149	FBgn0034618	FALSE	FALSE
eIF3l	0.190032807362732	2.13591426106755e-187	0.0361124678741612	FBgn0036258	FALSE	FALSE
CG6115	0.1894568443268	2.96494594270635e-186	0.0358938958622692	FBgn0040985	FALSE	FALSE
pix	0.189372030106093	4.36448732296796e-186	0.0358617657865031	FBgn0086706	FALSE	FALSE
Cam	0.189159401933079	1.14959100932096e-185	0.0357812793396801	FBgn0000253	FALSE	FALSE
retinin	0.188845438477445	4.79384244887931e-185	0.0356625996337386	FBgn0040074	FALSE	FALSE
Chchd3	0.1885338663934	1.97246585887245e-184	0.0355450187772444	FBgn0010808	FALSE	FALSE
hpRNA:CR18854	0.188502472106707	2.2743078269188e-184	0.0355331819903397	FBgn0285991	FALSE	FALSE
Fum1	0.18818133555017	9.74503024382816e-184	0.0354122150494456	FBgn0286222	FALSE	FALSE
LTV1	0.188017781975939	2.04258959888704e-183	0.0353506863391516	FBgn0027525	FALSE	FALSE
Actn	0.18791629850882	3.23187889042088e-183	0.0353125352452561	FBgn0000667	FALSE	FALSE
Cchl	0.187734639629787	7.34301856028208e-183	0.0352442949169258	FBgn0038925	FALSE	FALSE
Rh6	0.187431147110744	2.88743175876354e-182	0.0351304349072493	FBgn0019940	FALSE	FALSE
CG8343	0.186572603284285	1.37117559154877e-180	0.0348093362962751	FBgn0040502	FALSE	FALSE
CG6503	0.186526274849919	1.68783498254895e-180	0.0347920512093876	FBgn0040606	FALSE	FALSE
Nacalpha	0.186505409170974	1.85337626642875e-180	0.0347842676500324	FBgn0086904	FALSE	FALSE
eIF1A	0.186222511425012	6.58257827244395e-180	0.0346788237614387	FBgn0026250	FALSE	FALSE
bic	0.185910153043083	2.66141119558849e-179	0.0345625850045027	FBgn0000181	FALSE	FALSE
Obp99b	0.185703632554665	6.69350311939295e-179	0.034485839143998	FBgn0039685	FALSE	FALSE
Cpn	0.185602616243149	1.05050674763202e-178	0.0344483311563017	FBgn0261714	FALSE	FALSE
