p_val	avg_log2FC	pct.1	pct.2	p_val_adj	gene	annotation
1.53008801046441e-06	1.87557417686304	0.204	0.064	0.0366180662664344	Dgp-1	cholinergic neuron
1.56409049112423e-06	1.0615999575723	0.416	0.235	0.037431813633585	FBti0019603	cholinergic neuron
1.6533035801393e-06	-1.51899317059499	0.098	0.26	0.0395668612798937	28SrRNA-Psi:CR45859	cholinergic neuron
1.19776273596334e-07	-2.45877202238271	0.268	0.644	0.00286648577970747	Syn1	columnar neuron T1
4.54653757485143e-87	-3.17604159998405	0.133	0.603	1.08807737241345e-82	Obp99b	cone cell
9.56609640625451e-77	5.8124679342189	0.441	0.017	2.28935819194483e-72	Ldh	cone cell
1.64429497648755e-46	2.62502947902953	0.497	0.177	3.93512673773001e-42	FBti0019603	cone cell
2.07585271318925e-40	3.21348751446568	0.329	0.048	4.96793071320451e-36	Dro	cone cell
3.93127144084122e-39	3.61624012965099	0.34	0.062	9.40831881222121e-35	Dgp-1	cone cell
2.51951988691406e-35	2.3815242030769	0.375	0.098	6.02971499336273e-31	Mtk	cone cell
1.42270507903179e-34	-2.71537633098657	0.172	0.43	3.40481779513887e-30	FBti0019143	cone cell
3.96161103200269e-33	0.71273551890314	0.948	0.87	9.48092752178883e-29	Ald1	cone cell
2.06354793749952e-32	2.89266273215714	0.274	0.041	4.93848292402384e-28	Arc1	cone cell
1.222946835747e-29	1.72712320551401	0.454	0.18	2.92675636730973e-25	Drs	cone cell
2.47419376923898e-27	7.41667510721369	0.169	0.003	5.92124052854272e-23	MFS3	cone cell
6.79962034809119e-26	3.46068519383062	0.198	0.02	1.62728514170518e-21	AttC	cone cell
9.55463949661955e-25	-1.54326615179634	0.391	0.573	2.28661632433099e-20	rdhB	cone cell
1.5464511852013e-24	4.19200172705654	0.164	0.008	3.70096697642375e-20	Cyp4e3	cone cell
6.90600566905736e-24	-1.2857690309833	0.281	0.53	1.65274527671881e-19	RR48373-transposable-element	cone cell
1.95645856096447e-23	-1.92043661226787	0.183	0.398	4.68219662810017e-19	ND-75	cone cell
1.2747211919237e-21	1.08476650370742	0.655	0.462	3.05066275651181e-17	IscU	cone cell
4.75364989184906e-21	3.37769210980105	0.157	0.014	1.13764349211732e-16	CG6912	cone cell
6.27978142705056e-19	8.13409924485745	0.112	0	1.50287729112174e-14	FBti0063565	cone cell
1.764801986587e-18	-0.624482523346238	0.768	0.868	4.2235241143e-14	Nplp2	cone cell
1.66923555104262e-17	-1.76475894486032	0.062	0.211	3.99481452075519e-13	TotA	cone cell
1.74233862521409e-17	4.33489621313967	0.125	0.009	4.16976479786236e-13	CG7130	cone cell
5.61398722181579e-17	1.04924181475657	0.402	0.198	1.34353942192495e-12	CG11458	cone cell
2.64734041533945e-15	-3.96543275006854	0.012	0.106	6.33561508199038e-11	lncRNA:CR45237	cone cell
4.11690297767187e-15	7.12719881408295	0.093	0.002	9.85257220616432e-11	y	cone cell
7.72142784665459e-15	2.90828891745813	0.099	0.005	1.84789211226138e-10	asRNA:CR45600	cone cell
2.16544831547176e-14	-1.72988474582627	0.177	0.333	5.18235090858703e-10	GV1	cone cell
6.33118312917073e-14	1.17023295539794	0.279	0.12	1.51517874647314e-09	Proc	cone cell
9.43960977872073e-14	-1.79556122354896	0.171	0.315	2.25908741224345e-09	Iml1	cone cell
1.44000448043938e-13	2.2220129152764	0.239	0.097	3.44621872258753e-09	Uhg1	cone cell
1.8074710425992e-13	2.61124651201134	0.116	0.017	4.32563969914841e-09	DptB	cone cell
2.08350495709493e-13	2.61344606378488	0.122	0.02	4.98624406331959e-09	Pepck2	cone cell
2.54879892761634e-13	1.36973908877426	0.288	0.132	6.09978559357142e-09	Tspo	cone cell
3.81024845796722e-13	8.44936643233967	0.077	0	9.11868660960715e-09	CG8620	cone cell
4.92464515336331e-13	1.02043178778718	0.549	0.402	1.17856607810291e-08	hzg	cone cell
9.12385643483128e-13	2.42341355357013	0.147	0.036	2.18352132198382e-08	DptA	cone cell
1.53736861211989e-12	2.35509480597737	0.141	0.033	3.67923056252531e-08	IBIN	cone cell
2.94497460709364e-12	-0.789761665088683	0.539	0.659	7.04791322969651e-08	CG2233	cone cell
3.44491069061688e-12	0.781666463029923	0.509	0.347	8.24436026478433e-08	NaPi-III	cone cell
3.74101980204933e-12	-6.93749131723096	0.002	0.065	8.95300859026446e-08	FBti0019466	cone cell
5.64504275024001e-12	-1.35808101300723	0.192	0.333	1.35097163098744e-07	Prat2	cone cell
7.94073541456595e-12	0.930314654597304	0.339	0.18	1.90037679941392e-07	BomS1	cone cell
2.2212368568776e-11	2.08079698924963	0.209	0.085	5.31586404587948e-07	asrij	cone cell
4.43648467893548e-11	-0.768859504123979	0.471	0.592	1.06173951336284e-06	CAH2	cone cell
5.46061245213065e-11	1.44278839199495	0.404	0.261	1.30683377204391e-06	CG44774	cone cell
8.22497538307558e-11	2.37002577750519	0.09	0.012	1.96840110867765e-06	AttA	cone cell
8.8015662721142e-11	0.725876283886211	0.58	0.444	2.10639084024237e-06	Pgi	cone cell
9.20403141344449e-11	1.53673553394436	0.12	0.027	2.20270879786554e-06	Arc2	cone cell
1.01812544487595e-10	1.17159669405408	0.29	0.148	2.43657781467712e-06	Myc	cone cell
1.5590082604277e-10	2.12345488679188	0.098	0.017	3.73101856885558e-06	Gadd45	cone cell
3.67105846612562e-10	1.30135702962883	0.222	0.1	8.78557712113182e-06	sr	cone cell
4.02118650541657e-10	0.636499657762302	0.528	0.388	9.62350354476293e-06	InR	cone cell
4.94471266401107e-10	7.09624512057964	0.057	0	1.18336863475113e-05	CG11313	cone cell
6.39335571329803e-10	-1.70639723392376	0.026	0.103	1.53005788930648e-05	fit	cone cell
6.49836079919928e-10	1.5867917389888	0.19	0.079	1.55518770646437e-05	puml	cone cell
8.87494258651958e-10	4.27994594200885	0.059	0.002	2.12395125980587e-05	Ir76a	cone cell
1.415837122865e-09	1.8975012113192	0.163	0.061	3.38838140244051e-05	Hsp26	cone cell
1.49137847129431e-09	-1.5435486430422	0.056	0.148	3.56916695750155e-05	FBti0063007	cone cell
1.51510541192607e-09	0.71795739353276	0.539	0.406	3.62595027182148e-05	Xrp1	cone cell
1.62293326011567e-09	1.52353483875638	0.166	0.064	3.88400387810881e-05	bor	cone cell
2.37407115837408e-09	-1.04760883925211	0.079	0.183	5.68162709622086e-05	FBti0019000	cone cell
3.94796415536361e-09	0.79672627036635	0.574	0.438	9.44826781661619e-05	jeb	cone cell
4.6008983133523e-09	-0.71234042999016	0.239	0.374	0.000110108698435147	28SrRNA-Psi:CR45859	cone cell
7.97229237413316e-09	-0.777940562912699	0.546	0.617	0.000190792901097755	Pu	cone cell
8.58077087545987e-09	2.1581229850928	0.099	0.024	0.000205355008591506	FBti0019469	cone cell
9.88064214012623e-09	2.34410230849734	0.112	0.033	0.000236463527697501	CG5071	cone cell
1.00335006121708e-08	-0.838704861483693	0.357	0.47	0.000240121736650472	Ten-m	cone cell
1.43005372922989e-08	-0.770236884749194	0.229	0.347	0.000342240458479297	CCHa2	cone cell
2.22350663848294e-08	2.40579980731228	0.131	0.047	0.000532129608721738	Fdx1	cone cell
2.29694325091244e-08	0.981311508297568	0.308	0.191	0.000549704458808366	CG2017	cone cell
6.50467253733738e-08	-2.63366141964938	0.009	0.058	0.00155669823163558	Marf1	cone cell
7.36253693028061e-08	-1.25437592174159	0.051	0.13	0.00176200233815476	FBti0020120	cone cell
7.6034645763999e-08	-1.01522412767794	0.152	0.259	0.00181966114242403	BomS6	cone cell
7.79885373063579e-08	1.22183631041369	0.283	0.165	0.00186642167481576	spab	cone cell
8.27181538612873e-08	-3.37306873810767	0.005	0.048	0.00197961085820833	TotX	cone cell
9.00418295190796e-08	3.76870642366833	0.072	0.014	0.00215488106405061	AttB	cone cell
9.24216529402408e-08	0.868966769988255	0.419	0.298	0.00221183499816584	sbm	cone cell
1.41793105892927e-07	1.43858225707368	0.168	0.08	0.00339339261022952	CG4829	cone cell
1.46648411357074e-07	-0.962964171256113	0.11	0.208	0.00350958978059749	Had1	cone cell
1.47202662776813e-07	2.2313674320002	0.082	0.02	0.00352285412557468	FBti0019110	cone cell
1.57270715626271e-07	4.09764976099331	0.052	0.005	0.00376380276636791	CG18213	cone cell
1.67788293222762e-07	5.66176754119992	0.044	0.002	0.00401550943340713	CG11052	cone cell
1.7208498956711e-07	5.10032206119566	0.048	0.003	0.00411833797032007	CG44004	cone cell
1.76444384227661e-07	-1.61412237418139	0.017	0.073	0.00422266700333638	CG6654	cone cell
2.04839352631307e-07	1.75260487844834	0.111	0.038	0.00490221538717243	bnl	cone cell
2.18568737146774e-07	-1.34673133641971	0.176	0.273	0.00523078701739659	Syn1	cone cell
3.18991546090193e-07	1.03536543200219	0.278	0.17	0.00763410568103049	tbc	cone cell
3.24199947602977e-07	-3.23954841072734	0.01	0.056	0.00775875314603445	FBti0020039	cone cell
3.26549917162158e-07	-2.06942545467927	0.027	0.088	0.00781499261752476	FBti0019154	cone cell
3.38863747492441e-07	0.656948081137794	0.473	0.353	0.0081096872049891	Mkp3	cone cell
3.43479144920986e-07	3.162181975896	0.053	0.006	0.00822014289624904	RR50375-transposable-element	cone cell
3.91838390881925e-07	1.98283941782093	0.115	0.042	0.00937747637058622	CG5079	cone cell
4.96971895101102e-07	0.919326180530878	0.177	0.086	0.0118935313935596	bcn92	cone cell
5.27761097956748e-07	0.632792313851339	0.551	0.461	0.0126303785963009	Eip63E	cone cell
5.79685147122779e-07	-0.552369411118299	0.551	0.629	0.0138730249409423	Tsp42Ea	cone cell
6.11988427266873e-07	3.5686614481962	0.091	0.029	0.0146461070413508	Hsp68	cone cell
8.09077519676185e-07	2.26903032857059	0.094	0.03	0.0193628432008905	PGRP-SB1	cone cell
8.78152739145076e-07	1.15843833468049	0.155	0.071	0.02101595135322	P32	cone cell
1.10476649134779e-06	1.87029536412136	0.059	0.011	0.0264392716709354	FBti0020099	cone cell
1.23154649621319e-06	3.72958138275795	0.049	0.006	0.0294733707473741	ppk28	cone cell
1.3899657893758e-06	2.11287302406285	0.064	0.014	0.0332646612713417	FBti0019299	cone cell
1.40217332807859e-06	0.632614738906502	0.381	0.265	0.0335568120875768	eIF3a	cone cell
1.47188050692559e-06	-0.559673968734925	0.261	0.367	0.0352250442917431	28SrRNA-Psi:CR40596	cone cell
1.49132489691983e-06	0.689171263188648	0.299	0.195	0.0356903874330855	CG42392	cone cell
1.60043319920897e-06	0.665686072806838	0.478	0.374	0.0383015673234691	BomS3	cone cell
1.41136328537668e-11	-8.74296366774319	0	0.362	3.37767461456346e-07	Obp99b	distal medullary amacrine neuron Dm3
7.62813219917016e-08	8.01213803517805	0.204	0	0.0018255645979054	Ldh	distal medullary amacrine neuron Dm3
1.19389578488541e-12	6.0363737066181	0.522	0.011	2.85723139238777e-08	Ldh	dopaminergic neuron
3.65869303284937e-08	4.91723104196592	0.348	0.011	0.000875598416621511	Dro	dopaminergic neuron
1.84002690945423e-07	6.87564138093588	0.283	0	0.00440355239970586	y	dopaminergic neuron
1.9836309101412e-07	4.92470644978953	0.37	0.034	0.00474722549414993	CG33978	dopaminergic neuron
1.04705137109034e-06	3.00514040317439	0.326	0.023	0.025058033412934	Arc1	dopaminergic neuron
5.62285850851634e-119	-3.35755997160468	0.141	0.678	1.34566249825813e-114	Obp99b	epithelial cell
2.62919992951502e-82	6.50176105486445	0.414	0.008	6.29220127131534e-78	Ldh	epithelial cell
2.42438871209049e-46	2.08018197547392	0.42	0.1	5.80204706577495e-42	Mtk	epithelial cell
4.19071796087218e-45	2.94609253894304	0.356	0.065	1.00292262239593e-40	Dro	epithelial cell
5.37474325513812e-39	2.69798852256216	0.38	0.107	1.28628355581965e-34	Dgp-1	epithelial cell
4.47569020114547e-37	1.99985601135368	0.489	0.19	1.07112217893813e-32	Drs	epithelial cell
1.93351021594755e-31	4.91001271486973	0.187	0.008	4.62727664880569e-27	MFS3	epithelial cell
1.34068643820742e-30	2.98026560209071	0.241	0.038	3.208530783918e-26	AttC	epithelial cell
6.44459330310122e-30	0.642905871690661	0.938	0.89	1.54232006929818e-25	Ald1	epithelial cell
1.06860946225257e-29	-1.41713554148087	0.251	0.5	2.55739616506286e-25	28SrRNA-Psi:CR45859	epithelial cell
5.54484009649166e-28	-0.811512475632191	0.789	0.886	1.32699113189238e-23	Nplp2	epithelial cell
8.02284649517923e-26	1.43600849506646	0.552	0.333	1.92002762322629e-21	CG10960	epithelial cell
1.06923958631594e-24	-2.13612250541766	0.082	0.27	2.5589041779713e-20	TotA	epithelial cell
1.35426182253699e-24	-1.58918695801793	0.235	0.449	3.24101939369553e-20	ND-75	epithelial cell
4.37338156564577e-24	0.607413093244232	0.291	0.088	1.04663767629034e-19	Arc1	epithelial cell
4.41737035929097e-23	-1.12118723698912	0.313	0.537	1.05716507438552e-18	RR48373-transposable-element	epithelial cell
7.4757500598413e-23	5.58539968301993	0.13	0.003	1.78909650432122e-18	FBti0063565	epithelial cell
1.0575944883153e-22	6.13014178013857	0.128	0.003	2.53103512943616e-18	asRNA:CR45600	epithelial cell
4.60894578765335e-22	1.83389269368514	0.306	0.11	1.1030129059012e-17	Proc	epithelial cell
6.35284726348983e-22	4.09564770431161	0.149	0.014	1.52036340709839e-17	CG6912	epithelial cell
3.80223585768565e-20	1.25271434714825	0.41	0.201	9.09951085461329e-16	Myc	epithelial cell
7.17946078264171e-20	1.29347705983217	0.418	0.213	1.71818855450181e-15	CG11458	epithelial cell
2.05910649988365e-18	-1.51380089165032	0.38	0.537	4.92785367552156e-14	h	epithelial cell
2.22938559003503e-18	5.51481237770561	0.108	0.004	5.33536559407184e-14	y	epithelial cell
7.02011287084939e-18	4.18315187011356	0.102	0.003	1.68005341225168e-13	CG8620	epithelial cell
3.54041300819439e-17	1.02584022180376	0.605	0.438	8.47291641121083e-13	Pgi	epithelial cell
2.19691042169434e-16	1.06012624469851	0.658	0.52	5.25764602119889e-12	hzg	epithelial cell
7.40191323680926e-16	-0.769699440845725	0.597	0.728	1.77142587583319e-11	CG2233	epithelial cell
9.45777656136716e-16	1.77006547213073	0.164	0.039	2.26343508666639e-11	Cyp4e3	epithelial cell
1.97704244060282e-15	1.18188309821381	0.434	0.263	4.73145796885067e-11	FBti0019603	epithelial cell
1.19870261541207e-14	2.80517441935815	0.106	0.012	2.86873509920417e-10	Pepck2	epithelial cell
3.76773829736951e-14	-2.09510031675759	0.053	0.167	9.01695129326472e-10	Cyp4d20	epithelial cell
4.95835459032808e-14	0.738632448955505	0.432	0.26	1.18663342055732e-09	BomS1	epithelial cell
4.97876350513001e-14	0.788952948874794	0.456	0.28	1.19151768204771e-09	Cpr72Ec	epithelial cell
6.93828476958117e-14	0.506297132783088	0.85	0.741	1.66047031105616e-09	retinin	epithelial cell
9.77525979573864e-14	2.33610458392852	0.157	0.043	2.33941517431617e-09	IBIN	epithelial cell
1.71903128280804e-13	1.89729018032865	0.194	0.069	4.1139856660162e-09	bor	epithelial cell
1.83441092864913e-13	-1.19657519570006	0.255	0.405	4.3901122344431e-09	CCHa2	epithelial cell
3.00373721321096e-13	-1.27289678283765	0.037	0.14	7.18854389865648e-09	CG6654	epithelial cell
3.99431157427583e-13	1.7110864080919	0.123	0.026	9.55918645955692e-09	Arc2	epithelial cell
5.05700003736541e-13	2.77913176339455	0.166	0.053	1.21024124894229e-08	Hsp26	epithelial cell
8.84586432784492e-13	-0.534100755039192	0.759	0.827	2.11699225093985e-08	CG6503	epithelial cell
1.36277515925999e-12	0.860254292879769	0.536	0.396	3.26139351114101e-08	NaPi-III	epithelial cell
1.78109441548214e-12	1.71052651769782	0.141	0.038	4.26251515513185e-08	DptA	epithelial cell
3.53966041077799e-12	1.60129296665571	0.181	0.066	8.47111529507389e-08	CG8654	epithelial cell
5.23231325835452e-12	1.28592633082384	0.301	0.159	1.2521972089894e-07	Uhg1	epithelial cell
7.23960374857502e-12	2.62208619663487	0.124	0.031	1.73258196910897e-07	FBti0019469	epithelial cell
1.1539669344321e-11	0.593943615225534	0.675	0.565	2.76167366748289e-07	IscU	epithelial cell
1.53856693295885e-11	6.45236296062044	0.06	0	3.68209838395713e-07	CG11313	epithelial cell
1.66088335678552e-11	3.07278117697944	0.093	0.015	3.9748260494591e-07	AttA	epithelial cell
2.19314991121316e-11	-1.02757465291169	0.48	0.587	5.24864636751533e-07	vri	epithelial cell
2.79054939279551e-11	-3.75198476342516	0.009	0.072	6.67834280683822e-07	FBti0019466	epithelial cell
3.4816102425984e-11	-1.27241088734466	0.153	0.285	8.33218963258648e-07	CG13833	epithelial cell
4.04594037010699e-11	0.948299886796072	0.334	0.195	9.68274449374005e-07	dsb	epithelial cell
4.06529211559154e-11	-0.904806123022328	0.384	0.527	9.72905709103368e-07	CG14661	epithelial cell
4.59890490277377e-11	-1.66614962665911	0.032	0.115	1.10060992133182e-06	fit	epithelial cell
5.82624425108619e-11	2.03611219005593	0.124	0.034	1.39433677416995e-06	CG7130	epithelial cell
7.25138531082985e-11	0.690698087170839	0.687	0.564	1.7354015325878e-06	InR	epithelial cell
7.42965834219854e-11	0.531837358038558	0.706	0.588	1.77806583445495e-06	Tsf1	epithelial cell
9.50230532057165e-11	0.872971672342083	0.357	0.221	2.27409170931921e-06	CG42392	epithelial cell
1.0696961179334e-10	-3.68908623093778	0.009	0.069	2.5599967494382e-06	TotX	epithelial cell
2.34632469661124e-10	-0.83935518436197	0.562	0.665	5.61522426393002e-06	Aldh-III	epithelial cell
2.37105888631666e-10	2.47925494959089	0.099	0.022	5.67441812673304e-06	FBti0019110	epithelial cell
3.21669409290744e-10	-1.15046504899223	0.336	0.469	7.69819230314609e-06	CG18302	epithelial cell
4.12097593860152e-10	-3.70201202306985	0.003	0.053	9.86231961626115e-06	RR48386-transposable-element	epithelial cell
4.33402667947194e-10	-0.827203534255807	0.431	0.554	1.03721926493122e-05	Ldsdh1	epithelial cell
4.60478568587574e-10	-1.24629357840945	0.187	0.313	1.10201731034378e-05	BomS6	epithelial cell
5.71793700000442e-10	2.20971252036614	0.11	0.03	1.36841668284106e-05	DptB	epithelial cell
6.04573775817541e-10	-1.14044874649289	0.087	0.191	1.44686596028654e-05	FBti0019000	epithelial cell
6.16005375938559e-10	2.30531750530984	0.07	0.008	1.47422406569616e-05	FBti0019113	epithelial cell
6.26407802098958e-10	5.16511456486078	0.054	0.001	1.49911915198323e-05	Ir76a	epithelial cell
8.70961230332068e-10	-1.34325960094278	0.059	0.15	2.08438441643071e-05	Drsl5	epithelial cell
9.84600955203404e-10	-0.53099411999942	0.608	0.713	2.35634700599279e-05	CG5945	epithelial cell
1.16081918983425e-09	-1.54686030485431	0.055	0.144	2.77807248511132e-05	FBti0063007	epithelial cell
1.24031439199191e-09	1.45613655453044	0.22	0.111	2.96832040291503e-05	CG4829	epithelial cell
1.44887425254794e-09	-0.981551179689595	0.265	0.396	3.46744586119774e-05	l(2)41Ab	epithelial cell
2.07745550488759e-09	2.64349086478509	0.07	0.009	4.97176651429698e-05	FBti0020099	epithelial cell
2.32100273746424e-09	-0.84540541531948	0.712	0.779	5.55462375129943e-05	ELOVL	epithelial cell
2.4283537361893e-09	-0.789852055027041	0.582	0.668	5.81153616144824e-05	CG11147	epithelial cell
3.43050620979574e-09	0.60010010589256	0.58	0.444	8.20988746128316e-05	BomS3	epithelial cell
4.44638801234505e-09	1.88079247176644	0.146	0.058	0.000106410957911442	CG5079	epithelial cell
4.47485174001077e-09	0.836372050353061	0.517	0.402	0.000107092151841938	CG44774	epithelial cell
5.04740098135604e-09	1.25857859022969	0.258	0.142	0.000120794400285813	FBti0019183	epithelial cell
5.23964596806701e-09	2.62026737265388	0.075	0.014	0.00012539520730778	FBti0062856	epithelial cell
7.10997441085267e-09	-0.926552364846147	0.436	0.55	0.000170155907600526	Cyp313a1	epithelial cell
7.61077256968432e-09	-0.803943218700968	0.435	0.558	0.000182141009137685	CG10237	epithelial cell
7.79238013452785e-09	-0.749204998994767	0.705	0.757	0.000186487241379521	CG5973	epithelial cell
8.64877285656e-09	0.776927999713968	0.434	0.309	0.000206982432003194	DnaJ-1	epithelial cell
9.37408608204665e-09	-1.6131740716784	0.047	0.126	0.000224340628115541	CG31189	epithelial cell
9.58853599648119e-09	1.73575111220905	0.135	0.051	0.000229472843467788	Fdx1	epithelial cell
1.12951085567705e-08	0.558507107266679	0.463	0.325	0.000270314537980633	Gs1	epithelial cell
1.47669966386181e-08	-0.711504052534241	0.348	0.467	0.00035340376355541	28SrRNA-Psi:CR40596	epithelial cell
