p_val	avg_log2FC	pct.1	pct.2	p_val_adj	gene	annotation
1.67056035509033e-06	1.74107914674095	0.466	0.208	0.0399798504180217	Mmp1	adult optic chiasma glial cell
2.22050050861814e-19	2.05032041878818	0.556	0.009	5.31410181722493e-15	asRNA:CR45600	adult reticular neuropil associated glial cell
2.25081969566209e-18	1.69342897494232	0.546	0.018	5.38666169565851e-14	CG6912	adult reticular neuropil associated glial cell
8.84650445603054e-17	-1.80382416118896	0.111	0.658	2.11714544641723e-12	Obp99b	adult reticular neuropil associated glial cell
1.86406488659395e-15	1.89998351233911	0.481	0.018	4.46108008659663e-11	Ldh	adult reticular neuropil associated glial cell
5.75863577763733e-08	0.751208960175801	0.231	0	0.00137815671430417	MFS3	adult reticular neuropil associated glial cell
3.33564497899012e-07	0.715348664766916	0.981	0.93	0.00798286556371915	Ald1	adult reticular neuropil associated glial cell
5.66987979744045e-07	0.791981816567333	0.38	0.096	0.0135691563312345	Arc1	adult reticular neuropil associated glial cell
1.50616524568275e-06	-1.06553398138592	0.046	0.281	0.0360455466596796	TotA	adult reticular neuropil associated glial cell
2.21439595235761e-07	-1.01882371481155	0.889	0.95	0.00529949239318223	CG2016	centrifugal neuron C2
3.09040239566824e-07	1.29952004100338	0.238	0	0.00739595101331323	Ldh	centrifugal neuron C2
3.60743318150086e-07	1.77677051644534	0.286	0.02	0.00863330908996787	CG33978	centrifugal neuron C2
8.97664348796856e-07	-0.740040678214804	0.873	0.98	0.0214829031954064	ctp	centrifugal neuron C2
4.35851512414752e-19	1.36362970090254	0.261	0.004	1.04307983951099e-14	Ldh	cholinergic neuron
5.10896421015064e-19	-1.27270385094212	0.069	0.409	1.22267731477325e-14	Obp99b	cholinergic neuron
6.28415180326415e-14	1.65416426976301	0.233	0.021	1.50392320955718e-09	CG33978	cholinergic neuron
9.34601324459354e-14	-1.02802620495275	0.269	0.577	2.23668788969613e-09	RR48373-transposable-element	cholinergic neuron
1.95559163483589e-11	0.999788320813462	0.453	0.196	4.68012190048926e-07	hzg	cholinergic neuron
8.44290999400206e-10	0.755363737355093	0.127	0	2.02055721976457e-05	FBti0063565	cholinergic neuron
1.54870676105115e-09	-0.648858877049947	0.755	0.879	3.70636502054762e-05	7B2	cholinergic neuron
5.86006241427119e-09	0.826749124868544	0.302	0.1	0.000140243013698338	aay	cholinergic neuron
1.51502584491868e-08	-0.857071926965127	0.049	0.217	0.000362575985205938	ND-75	cholinergic neuron
1.38475133931762e-07	0.747452420342374	0.257	0.089	0.00331398690525492	Drs	cholinergic neuron
2.26117738860367e-07	0.821125075559345	0.298	0.117	0.0054114497264063	sr	cholinergic neuron
4.44589133683172e-07	0.596644779804652	0.155	0.028	0.0106399071473057	Dro	cholinergic neuron
9.90218063866786e-07	0.531311404649748	0.71	0.534	0.0236978987044599	CG46385	cholinergic neuron
1.00916635303391e-06	0.611851183243483	0.629	0.42	0.0241513691608076	ninaC	cholinergic neuron
1.36948640066052e-06	-0.769970320543234	0.245	0.427	0.0327745485406076	Syn1	cholinergic neuron
1.52932253555293e-06	0.752410260732046	0.229	0.078	0.0365997469208526	CG11458	cholinergic neuron
1.53008801046441e-06	0.656800261397281	0.204	0.064	0.0366180662664344	Dgp-1	cholinergic neuron
1.56409049112423e-06	0.636201934875162	0.416	0.235	0.037431813633585	FBti0019603	cholinergic neuron
1.6533035801393e-06	-0.651022145252956	0.098	0.26	0.0395668612798937	28SrRNA-Psi:CR45859	cholinergic neuron
1.19776273596334e-07	-1.63971405230429	0.268	0.644	0.00286648577970747	Syn1	columnar neuron T1
4.54653757485143e-87	-2.04789513155606	0.133	0.603	1.08807737241345e-82	Obp99b	cone cell
9.56609640625451e-77	2.30150016362111	0.441	0.017	2.28935819194483e-72	Ldh	cone cell
1.64429497648755e-46	1.48740101694418	0.497	0.177	3.93512673773001e-42	FBti0019603	cone cell
2.07585271318925e-40	1.38666818188549	0.329	0.048	4.96793071320451e-36	Dro	cone cell
3.93127144084122e-39	1.45471378001446	0.34	0.062	9.40831881222121e-35	Dgp-1	cone cell
2.51951988691406e-35	1.26694230980029	0.375	0.098	6.02971499336273e-31	Mtk	cone cell
1.42270507903176e-34	-1.63049272998569	0.172	0.43	3.4048177951388e-30	FBti0019143	cone cell
3.96161103200269e-33	0.684671795538307	0.948	0.87	9.48092752178883e-29	Ald1	cone cell
2.06354793749952e-32	1.09834492904538	0.274	0.041	4.93848292402384e-28	Arc1	cone cell
1.222946835747e-29	1.18313303696401	0.454	0.18	2.92675636730973e-25	Drs	cone cell
2.47419376923898e-27	0.984633485488534	0.169	0.003	5.92124052854272e-23	MFS3	cone cell
6.79962034809119e-26	0.872163536996984	0.198	0.02	1.62728514170518e-21	AttC	cone cell
9.55463949661955e-25	-1.19619563170597	0.391	0.573	2.28661632433099e-20	rdhB	cone cell
1.5464511852013e-24	0.79772332950276	0.164	0.008	3.70096697642375e-20	Cyp4e3	cone cell
6.90600566905736e-24	-1.01552699300344	0.281	0.53	1.65274527671881e-19	RR48373-transposable-element	cone cell
1.95645856096447e-23	-1.05621917971654	0.183	0.398	4.68219662810017e-19	ND-75	cone cell
1.2747211919237e-21	0.89302735367943	0.655	0.462	3.05066275651181e-17	IscU	cone cell
4.75364989184906e-21	0.514772898677335	0.157	0.014	1.13764349211732e-16	CG6912	cone cell
6.27978142705056e-19	0.510379629964004	0.112	0	1.50287729112174e-14	FBti0063565	cone cell
1.764801986587e-18	-0.58252546895008	0.768	0.868	4.2235241143e-14	Nplp2	cone cell
1.66923555104262e-17	-0.733902353840748	0.062	0.211	3.99481452075519e-13	TotA	cone cell
1.74233862521409e-17	0.594589813111204	0.125	0.009	4.16976479786236e-13	CG7130	cone cell
5.61398722181579e-17	0.704553056178422	0.402	0.198	1.34353942192495e-12	CG11458	cone cell
2.16544831547176e-14	-0.986329344460783	0.177	0.333	5.18235090858703e-10	GV1	cone cell
6.33118312917073e-14	0.700387134161601	0.279	0.12	1.51517874647314e-09	Proc	cone cell
9.43960977872073e-14	-0.779105362891202	0.171	0.315	2.25908741224345e-09	Iml1	cone cell
1.44000448043938e-13	0.833711297841957	0.239	0.097	3.44621872258753e-09	Uhg1	cone cell
1.80747104259919e-13	0.550776890939063	0.116	0.017	4.32563969914838e-09	DptB	cone cell
2.54879892761634e-13	0.673049111477491	0.288	0.132	6.09978559357142e-09	Tspo	cone cell
4.92464515336331e-13	0.789725701828249	0.549	0.402	1.17856607810291e-08	hzg	cone cell
9.12385643483128e-13	0.645302768272344	0.147	0.036	2.18352132198382e-08	DptA	cone cell
1.53736861211989e-12	0.535387164764468	0.141	0.033	3.67923056252531e-08	IBIN	cone cell
2.94497460709364e-12	-0.677804339351322	0.539	0.659	7.04791322969651e-08	CG2233	cone cell
3.44491069061688e-12	0.580449057087421	0.509	0.347	8.24436026478433e-08	NaPi-III	cone cell
5.64504275024001e-12	-0.775871174129019	0.192	0.333	1.35097163098744e-07	Prat2	cone cell
7.94073541456595e-12	0.575878546363627	0.339	0.18	1.90037679941392e-07	BomS1	cone cell
2.22123685687758e-11	0.760076236264339	0.209	0.085	5.31586404587942e-07	asrij	cone cell
4.43648467893548e-11	-0.624064166897511	0.471	0.592	1.06173951336284e-06	CAH2	cone cell
5.46061245213065e-11	0.893250991901846	0.404	0.261	1.30683377204391e-06	CG44774	cone cell
8.8015662721142e-11	0.578799520226057	0.58	0.444	2.10639084024237e-06	Pgi	cone cell
1.01812544487595e-10	0.593850894358944	0.29	0.148	2.43657781467712e-06	Myc	cone cell
3.67105846612562e-10	0.55749794915721	0.222	0.1	8.78557712113182e-06	sr	cone cell
6.49836079919928e-10	0.518793773472858	0.19	0.079	1.55518770646437e-05	puml	cone cell
1.415837122865e-09	0.712951099327716	0.163	0.061	3.38838140244051e-05	Hsp26	cone cell
1.49137847129431e-09	-0.580373250987532	0.056	0.148	3.56916695750155e-05	FBti0063007	cone cell
1.51510541192607e-09	0.548337214688119	0.539	0.406	3.62595027182148e-05	Xrp1	cone cell
1.62293326011567e-09	0.521838256601702	0.166	0.064	3.88400387810883e-05	bor	cone cell
2.37407115837408e-09	-0.534959565843591	0.079	0.183	5.68162709622086e-05	FBti0019000	cone cell
3.94796415536361e-09	0.694711068227557	0.574	0.438	9.44826781661619e-05	jeb	cone cell
7.97229237413316e-09	-0.673198014939514	0.546	0.617	0.000190792901097755	Pu	cone cell
1.00335006121708e-08	-0.615061155750297	0.357	0.47	0.000240121736650472	Ten-m	cone cell
2.22350663848294e-08	0.533632749540069	0.131	0.047	0.000532129608721738	Fdx1	cone cell
7.6034645763999e-08	-0.506393136414694	0.152	0.259	0.00181966114242403	BomS6	cone cell
7.79885373063579e-08	0.736823235228503	0.283	0.165	0.00186642167481576	spab	cone cell
9.24216529402408e-08	0.569431339425352	0.419	0.298	0.00221183499816584	sbm	cone cell
2.18568737146775e-07	-0.630817602528759	0.176	0.273	0.00523078701739661	Syn1	cone cell
5.27761097956748e-07	0.504111296838915	0.551	0.461	0.0126303785963009	Eip63E	cone cell
1.60043319920897e-06	0.506128826527139	0.478	0.374	0.0383015673234691	BomS3	cone cell
1.41136328537669e-11	-2.36512155183162	0	0.362	3.3776746145635e-07	Obp99b	distal medullary amacrine neuron Dm3
7.62813219917016e-08	1.57345205893244	0.204	0	0.0018255645979054	Ldh	distal medullary amacrine neuron Dm3
1.19389578488542e-12	2.2952884298896	0.522	0.011	2.85723139238779e-08	Ldh	dopaminergic neuron
3.65869303284937e-08	1.26115422908127	0.348	0.011	0.000875598416621511	Dro	dopaminergic neuron
1.84002690945423e-07	1.20956443748761	0.283	0	0.00440355239970586	y	dopaminergic neuron
1.9836309101412e-07	2.19015167179252	0.37	0.034	0.00474722549414993	CG33978	dopaminergic neuron
1.04705137109034e-06	0.739663084314385	0.326	0.023	0.025058033412934	Arc1	dopaminergic neuron
5.62285850851634e-119	-1.97634911607099	0.141	0.678	1.34566249825813e-114	Obp99b	epithelial cell
2.62919992951502e-82	1.72781998068886	0.414	0.008	6.29220127131534e-78	Ldh	epithelial cell
2.42438871209049e-46	0.970547660952971	0.42	0.1	5.80204706577495e-42	Mtk	epithelial cell
4.19071796087207e-45	1.11734967651456	0.356	0.065	1.0029226223959e-40	Dro	epithelial cell
5.37474325513812e-39	1.02178212202961	0.38	0.107	1.28628355581965e-34	Dgp-1	epithelial cell
4.47569020114547e-37	1.17768219408539	0.489	0.19	1.07112217893813e-32	Drs	epithelial cell
1.93351021594751e-31	0.633007823386774	0.187	0.008	4.62727664880559e-27	MFS3	epithelial cell
1.34068643820742e-30	0.777565151065404	0.241	0.038	3.208530783918e-26	AttC	epithelial cell
6.44459330310122e-30	0.602524316515235	0.938	0.89	1.54232006929818e-25	Ald1	epithelial cell
1.06860946225257e-29	-0.803809318606361	0.251	0.5	2.55739616506286e-25	28SrRNA-Psi:CR45859	epithelial cell
5.54484009649166e-28	-0.737296378199401	0.789	0.886	1.32699113189238e-23	Nplp2	epithelial cell
8.02284649517923e-26	0.932683624501321	0.552	0.333	1.92002762322629e-21	CG10960	epithelial cell
1.06923958631594e-24	-0.731122264746765	0.082	0.27	2.5589041779713e-20	TotA	epithelial cell
1.35426182253699e-24	-0.8090405900635	0.235	0.449	3.24101939369553e-20	ND-75	epithelial cell
4.4173703592909e-23	-0.736752137151153	0.313	0.537	1.0571650743855e-18	RR48373-transposable-element	epithelial cell
4.60894578765335e-22	0.770709577106103	0.306	0.11	1.1030129059012e-17	Proc	epithelial cell
3.80223585768565e-20	0.610581483141617	0.41	0.201	9.09951085461329e-16	Myc	epithelial cell
7.17946078264159e-20	0.747083617815372	0.418	0.213	1.71818855450178e-15	CG11458	epithelial cell
2.05910649988365e-18	-1.21646976994162	0.38	0.537	4.92785367552156e-14	h	epithelial cell
7.0201128708495e-18	0.651105599743489	0.102	0.003	1.6800534122517e-13	CG8620	epithelial cell
3.54041300819439e-17	0.727290300249318	0.605	0.438	8.47291641121083e-13	Pgi	epithelial cell
2.19691042169434e-16	0.821439814306977	0.658	0.52	5.25764602119889e-12	hzg	epithelial cell
7.40191323680926e-16	-0.62747433986024	0.597	0.728	1.77142587583319e-11	CG2233	epithelial cell
1.97704244060281e-15	0.616348491355803	0.434	0.263	4.73145796885064e-11	FBti0019603	epithelial cell
3.76773829736951e-14	-0.546107402816413	0.053	0.167	9.01695129326472e-10	Cyp4d20	epithelial cell
4.95835459032808e-14	0.543506572364336	0.432	0.26	1.18663342055732e-09	BomS1	epithelial cell
4.97876350513001e-14	0.500475507946646	0.456	0.28	1.19151768204771e-09	Cpr72Ec	epithelial cell
1.83441092864913e-13	-0.670470007489015	0.255	0.405	4.3901122344431e-09	CCHa2	epithelial cell
5.05700003736541e-13	0.617868211382425	0.166	0.053	1.21024124894229e-08	Hsp26	epithelial cell
1.36277515925999e-12	0.566319703709061	0.536	0.396	3.26139351114101e-08	NaPi-III	epithelial cell
5.23231325835449e-12	0.513675831552599	0.301	0.159	1.2521972089894e-07	Uhg1	epithelial cell
2.19314991121316e-11	-0.783399188825661	0.48	0.587	5.24864636751533e-07	vri	epithelial cell
3.4816102425984e-11	-0.722428160021199	0.153	0.285	8.33218963258648e-07	CG13833	epithelial cell
4.04594037010697e-11	0.602761934618215	0.334	0.195	9.68274449373999e-07	dsb	epithelial cell
4.06529211559154e-11	-0.723144296024618	0.384	0.527	9.72905709103368e-07	CG14661	epithelial cell
7.25138531082993e-11	0.55914769082945	0.687	0.564	1.73540153258782e-06	InR	epithelial cell
2.34632469661124e-10	-0.687407998581773	0.562	0.665	5.61522426393002e-06	Aldh-III	epithelial cell
3.21669409290744e-10	-0.991531068545099	0.336	0.469	7.69819230314609e-06	CG18302	epithelial cell
4.33402667947194e-10	-0.671628614905295	0.431	0.554	1.03721926493122e-05	Ldsdh1	epithelial cell
4.60478568587574e-10	-0.545053029829107	0.187	0.313	1.10201731034378e-05	BomS6	epithelial cell
8.70961230332063e-10	-0.548674887007953	0.059	0.15	2.08438441643069e-05	Drsl5	epithelial cell
1.24031439199191e-09	0.532017808713521	0.22	0.111	2.96832040291503e-05	CG4829	epithelial cell
1.44887425254794e-09	-0.695427522794698	0.265	0.396	3.46744586119774e-05	l(2)41Ab	epithelial cell
2.32100273746424e-09	-0.799740277838402	0.712	0.779	5.55462375129943e-05	ELOVL	epithelial cell
2.4283537361893e-09	-0.672059304837153	0.582	0.668	5.81153616144824e-05	CG11147	epithelial cell
4.47485174001075e-09	0.535985512904056	0.517	0.402	0.000107092151841937	CG44774	epithelial cell
5.04740098135604e-09	0.536891708979234	0.258	0.142	0.000120794400285813	FBti0019183	epithelial cell
7.10997441085267e-09	-0.875249029134011	0.436	0.55	0.000170155907600526	Cyp313a1	epithelial cell
7.61077256968432e-09	-0.697892918439619	0.435	0.558	0.000182141009137685	CG10237	epithelial cell
7.79238013452785e-09	-0.708121790174663	0.705	0.757	0.000186487241379521	CG5973	epithelial cell
2.43466885473454e-08	-0.694769994094053	0.322	0.436	0.00058266495031507	CG15201	epithelial cell
6.75947464902862e-08	1.04280071550249	0.22	0.123	0.00161767747300553	CG31205	epithelial cell
1.15221614495495e-07	-0.700804739736373	0.189	0.295	0.0027574836781062	geko	epithelial cell
2.1544986303336e-07	-0.70867153802429	0.046	0.114	0.00515614612211437	CG11529	epithelial cell
2.41626460964491e-07	-0.577847044644596	0.44	0.547	0.00578260446380219	mol	epithelial cell
2.81923859233572e-07	-0.649618048357161	0.364	0.47	0.00674700179917785	slf	epithelial cell
4.72822676183549e-07	-0.519041353784676	0.626	0.698	0.0113155922864247	AANAT1	epithelial cell
1.19245787686736e-06	-0.54426284574352	0.137	0.226	0.0285379019091896	CG6910	epithelial cell
1.57613774967318e-06	1.1268802214742	0.173	0.092	0.0377201286251786	CG12239	epithelial cell
1.83722112891225e-40	1.77988333677705	0.681	0.26	4.39683760571279e-36	hzg	gabaergic neuron
1.13906334154458e-34	1.46643424145879	0.285	0.004	2.72600638898449e-30	Ldh	gabaergic neuron
3.37272075398791e-28	1.20890366567869	0.223	0	8.07159530844387e-24	y	gabaergic neuron
1.84205450766991e-22	-1.1888949961993	0.054	0.387	4.40840484775564e-18	Obp99b	gabaergic neuron
3.20212489976185e-21	1.79161649499934	0.342	0.083	7.66332531011007e-17	CG33978	gabaergic neuron
2.95172133629256e-19	0.919562207061869	0.315	0.073	7.06405950201536e-15	Dgp-1	gabaergic neuron
1.13136331104869e-18	0.755069653555764	0.231	0.032	2.70757867600173e-14	CG6912	gabaergic neuron
3.48852505233702e-18	0.717044173118225	0.2	0.02	8.34873815525297e-14	asRNA:CR45600	gabaergic neuron
3.53967364622637e-18	0.668747070382147	0.181	0.012	8.47114697014895e-14	Dro	gabaergic neuron
7.53642883917264e-16	-0.901776850355093	0.242	0.534	1.8036181497908e-11	RR48373-transposable-element	gabaergic neuron
1.99637101543337e-15	0.510262570963978	0.127	0.002	4.77771511413514e-11	FBti0063565	gabaergic neuron
2.39851161082949e-15	0.570148108382306	0.146	0.008	5.74011798703713e-11	Arc1	gabaergic neuron
8.26821501112803e-15	0.619193731483432	0.946	0.857	1.97874921646316e-10	Ald1	gabaergic neuron
3.81069862221344e-14	0.554689272043861	0.123	0.004	9.1197639426812e-10	MFS3	gabaergic neuron
4.72933107182316e-13	0.696840152464923	0.269	0.077	1.13182351210872e-08	Drs	gabaergic neuron
1.37391072339586e-12	0.710987934694805	0.531	0.294	3.28804314323097e-08	FBti0019603	gabaergic neuron
7.18863557017652e-12	0.820162461569474	0.546	0.333	1.72038426465464e-07	Xrp1	gabaergic neuron
4.06736506104139e-11	-0.738085119837054	0.088	0.296	9.73401806408424e-07	ND-75	gabaergic neuron
2.2276813926669e-10	0.800932490369013	0.331	0.143	5.33128710893042e-06	Myc	gabaergic neuron
2.9812972651701e-09	-0.573270016850886	0.042	0.204	7.13484061500509e-05	FBti0019000	gabaergic neuron
3.61139126038254e-09	0.593676445730021	0.188	0.054	8.6427815643475e-05	Mtk	gabaergic neuron
8.71993231621667e-09	0.614709403303313	0.65	0.458	0.000208685420191697	retinin	gabaergic neuron
1.74660527403757e-08	-0.593812917037764	0.323	0.51	0.00041799757418267	Syn1	gabaergic neuron
1.09200691305069e-07	0.507825434715026	0.223	0.087	0.0026133909443129	BomS1	gabaergic neuron
1.66303679230459e-07	0.685264395729759	0.769	0.627	0.00397997965134335	CG4577	gabaergic neuron
3.0319247681024e-07	0.658604771796726	0.358	0.2	0.00725600235502265	sr	gabaergic neuron
7.60128114019385e-07	0.606743632602995	0.254	0.121	0.0181913860247119	Cpr72Ec	gabaergic neuron
1.23668903485966e-06	0.556049787347496	0.181	0.069	0.0295964419822613	Tspo	gabaergic neuron
2.4698791430349e-18	2.00198840288417	0.902	0.572	5.91091476511113e-14	hzg	gamma kenyon cell
8.66171958281819e-15	1.11676790545871	0.348	0	2.07292273056005e-10	CG6912	gamma kenyon cell
2.8382648536173e-11	1.12571051963289	0.283	0.007	6.79253544767693e-07	Ldh	gamma kenyon cell
2.38646550841168e-10	-1.30096112940274	0.087	0.48	5.71128925473083e-06	Obp99b	gamma kenyon cell
1.76952232593e-08	0.810216675098037	0.25	0.02	0.000423482083041567	Dro	gamma kenyon cell
3.30085727112186e-08	0.710296101671669	0.946	0.809	0.000789961162124885	Ald1	gamma kenyon cell
3.32230410526187e-08	0.770722449207066	0.207	0.007	0.000795093818471272	asRNA:CR45600	gamma kenyon cell
4.42582042343018e-08	0.946907652917261	0.413	0.112	0.00105918734373531	Drs	gamma kenyon cell
4.98729786267956e-08	-1.01688962637985	0.337	0.651	0.00119356012449647	Syn1	gamma kenyon cell
6.48342977013108e-08	1.39320430483003	0.88	0.73	0.00155161441258777	Nplp3	gamma kenyon cell
8.28846210250272e-08	0.809632468928645	0.337	0.072	0.00198359475037095	Mtk	gamma kenyon cell
1.44816202868886e-07	0.534317148009851	0.804	0.474	0.00346574136705817	CG14989	gamma kenyon cell
3.01578303995786e-07	0.503653265325065	0.163	0	0.00721737197122715	FBti0063565	gamma kenyon cell
5.97186699905148e-07	0.572304898919108	0.978	0.849	0.01429187210213	CG16791	gamma kenyon cell
8.69410613120284e-29	1.05488205872006	0.23	0	2.08067347931947e-24	Ldh	glutamatergic neuron
1.96627453159406e-26	-1.28905254387953	0.072	0.428	4.70568820901089e-22	Obp99b	glutamatergic neuron
3.37937560536859e-24	1.56780249666591	0.556	0.241	8.08752169876811e-20	hzg	glutamatergic neuron
1.62266155076355e-18	0.941966334668717	0.197	0.018	3.88335362328733e-14	Dro	glutamatergic neuron
2.34296113622355e-17	0.78172543951646	0.151	0.004	5.60717459121019e-13	FBti0063565	glutamatergic neuron
1.30838881424083e-16	1.53628624594491	0.26	0.061	3.13123611024114e-12	CG33978	glutamatergic neuron
2.43564613481638e-14	-0.822314294742598	0.059	0.28	5.82898832984257e-10	ND-75	glutamatergic neuron
3.40403167950574e-14	0.690658207608506	0.141	0.01	8.14652861539313e-10	CG6912	glutamatergic neuron
1.2185620756215e-13	0.712353506129078	0.188	0.032	2.91626275937738e-09	Mtk	glutamatergic neuron
1.54247430579834e-13	-0.839301036958874	0.243	0.501	3.69144950863659e-09	RR48373-transposable-element	glutamatergic neuron
1.68117102582226e-11	-0.791587825133978	0.23	0.46	4.02337849899782e-07	Syn1	glutamatergic neuron
3.1175769166818e-11	0.520597416139864	0.924	0.872	7.46098507700289e-07	Ald1	glutamatergic neuron
8.38654421280139e-11	0.740596004854253	0.451	0.262	2.00706776100763e-06	FBti0019603	glutamatergic neuron
4.12140918348009e-10	0.790350822055652	0.645	0.471	9.86335645790456e-06	retinin	glutamatergic neuron
2.40503488405525e-09	-0.543986488981944	0.013	0.138	5.75572948452102e-05	CG6654	glutamatergic neuron
1.36347410053222e-08	0.646584074835106	0.691	0.572	0.000326306621739371	CG46385	glutamatergic neuron
2.10205738724115e-08	0.611754300039449	0.188	0.063	0.000503064373914552	Dgp-1	glutamatergic neuron
4.2322147884418e-08	0.680087922673124	0.421	0.249	0.00101285364316989	Xrp1	glutamatergic neuron
7.93436861448853e-08	0.694923453981871	0.743	0.596	0.00189885309681939	CG4577	glutamatergic neuron
1.78041527747568e-07	0.622598650084135	0.651	0.535	0.00426088984205479	IscU	glutamatergic neuron
4.69610149088415e-07	-0.532715005907008	0.102	0.249	0.0112387100879839	28SrRNA-Psi:CR45859	glutamatergic neuron
5.58731966213883e-07	0.767888327659579	0.211	0.089	0.0133715734154306	Drs	glutamatergic neuron
1.64088519174648e-06	-0.573714482404985	0.217	0.359	0.0392696644088767	CG31637	glutamatergic neuron
1.95908393420241e-06	0.587460145176791	0.243	0.122	0.0468847967133322	Cpr72Ec	glutamatergic neuron
1.37641530952428e-10	-2.55156687765597	0.478	0.935	3.2940371187535e-06	CG17839	hemocyte
8.95832751295976e-39	2.38044562924721	0.985	0.537	2.14390694040153e-34	hzg	kenyon cell
6.27949657870295e-12	-1.35135546388916	0.061	0.415	1.50280912121519e-07	Obp99b	kenyon cell
2.51123504796713e-11	1.5793056427542	0.303	0.024	6.00988771679493e-07	CG33978	kenyon cell
2.94037513894793e-11	1.12797179678692	0.242	0	7.03690578253019e-07	Ldh	kenyon cell
3.92734915641121e-11	-1.22275024158547	0.189	0.567	9.3989320011233e-07	RR48373-transposable-element	kenyon cell
5.42109924503852e-08	0.983855031027029	0.614	0.311	0.00129737747132262	dpr6	kenyon cell
6.96953230960508e-08	1.00131925573933	0.212	0.018	0.00166794847233469	Mtk	kenyon cell
1.82696683749777e-07	0.692407418507659	0.871	0.726	0.00437229703549967	CG16791	kenyon cell
5.47959926501274e-07	0.801700838123947	0.144	0	0.0131137769610285	asRNA:CR45600	kenyon cell
1.2491540465469e-06	0.934394419413649	0.242	0.049	0.0298947546419604	BomS1	kenyon cell
1.78805494283772e-06	0.841670807173734	0.227	0.043	0.0427917308919922	Dro	kenyon cell
1.22071777353522e-12	1.47625405558273	0.365	0	2.9214217756245e-08	Ldh	lamina monopolar neuron L1 + L2
