p_val	avg_log2FC	pct.1	pct.2	p_val_adj	gene
0	2.99920435890676	0.947	0.537	0	SERINC1
5.65140048688841e-180	-2.98403373019242	0.031	0.333	1.89531018128777e-175	GRIK1
0	-2.97697155408097	0.687	0.955	0	CNTNAP2
0	-2.97273403466062	0.066	0.7	0	GRIP1
0	-2.9171009143503	0.075	0.68	0	MDGA2
0	2.91593595380312	0.94	0.507	0	CKB
0	-2.8929604734824	0.056	0.628	0	GPC6
0	-2.89266010719147	0.104	0.751	0	GRIK2
0	2.885759460441	0.985	0.682	0	TUBA1B
0	-2.88182113408379	0.242	0.775	0	RGS6
0	2.84981854333876	0.948	0.561	0	TUBA1A
0	2.84781096023429	0.92	0.508	0	ATP6V1B2
0	2.83156703422533	0.94	0.499	0	ACTG1
0	2.81238449126486	0.998	0.915	0	MAP1B
0	-2.79443953014611	0.145	0.732	0	MARCH1
0	2.78403139643948	0.988	0.81	0	UCHL1
0	-2.78149065863557	0.045	0.624	0	LINGO2
0	-2.76750550095173	0.256	0.828	0	RIMS2
0	-2.75829218290088	0.177	0.837	0	AC016831.7
5.90360559996577e-291	-2.75227995530152	0.109	0.591	1.97989221006052e-286	CNTNAP5
0	2.74664067140456	0.988	0.836	0	RTN4
0	2.7297471163091	0.922	0.477	0	THY1
0	2.72429580074081	0.94	0.591	0	PSAP
6.19253457344522e-300	-2.72022588578686	0.08	0.564	2.07679031989632e-295	GRID2
1.36645699919651e-186	-2.69248149878776	0.206	0.584	4.58268683820534e-182	TENM2
0	2.68439183938121	0.89	0.527	0	SLC18A2
0	2.64013050882933	0.918	0.542	0	SARAF
0	-2.6398753910658	0.719	0.929	0	ROBO2
0	2.63770650433045	0.919	0.607	0	PKM
0	-2.63549391918849	0.191	0.778	0	LDLRAD4
0	-2.61627968840877	0.128	0.685	0	NKAIN2
0	2.61536078830867	0.902	0.505	0	YWHAB
4.83900818355388e-280	-2.61247121732206	0.218	0.713	1.62285817451847e-275	DMD
0	2.59977258108898	0.856	0.382	0	PGRMC1
0	-2.59617126472496	0.272	0.845	0	PLEKHA5
0	-2.57736499395495	0.106	0.643	0	EPHA6
0	-2.57673335307572	0.242	0.748	0	CSMD3
0	2.57308213761135	0.899	0.551	0	NDRG4
0	-2.56733311406132	0.063	0.607	0	AC092691.1
0	2.56044339390639	0.883	0.442	0	EEF1A2
0	2.54447826622418	0.764	0.302	0	CHGB
0	-2.54062903090635	0.125	0.761	0	MEG8
0	-2.53667232050866	0.151	0.719	0	LRRC7
0	2.53421921422264	0.944	0.585	0	PEBP1
0	-2.5278544624915	0.041	0.513	0	CNTN5
0	-2.52312599415728	0.076	0.646	0	AGBL4
0	-2.5174130152067	0.202	0.745	0	ROBO1
0	2.51730707642604	0.846	0.387	0	ATP5F1B
0	2.51296228664005	0.877	0.514	0	MDH1
0	2.50177286829811	0.781	0.277	0	TUBA4A
1.04526049833716e-247	-2.49833642970057	0.226	0.674	3.50549013327332e-243	KCND2
4.14089873016419e-192	-2.49752695957324	0.48	0.777	1.38873320713517e-187	ERBB4
0	2.47246318827351	0.866	0.489	0	TERF2IP
0	2.47146056915718	0.763	0.244	0	LDHA
0	-2.46860343362534	0.119	0.661	0	UNC5C
2.86975519329411e-298	-2.45608732412221	0.062	0.53	9.62429799175047e-294	CDH12
0	-2.44419196960557	0.23	0.848	0	TNRC6A
4.35832275544808e-261	-2.44284068482259	0.569	0.881	1.46165070249462e-256	FGF12
0	2.4424026335153	0.799	0.388	0	INA
0	2.44156758555216	0.939	0.666	0	YWHAG
0	2.43293420703313	0.915	0.516	0	UBB
0	-2.42817287251135	0.32	0.787	0	CTNNA2
0	-2.42482061754023	0.051	0.635	0	SNRPN
0	-2.42193876001459	0.103	0.654	0	FHIT
6.08080837022878e-225	-2.41642435526087	0.191	0.626	2.03932070312363e-220	INPP4B
0	2.40637161685503	0.767	0.314	0	VPS35
0	-2.40434987973634	0.187	0.727	0	SMYD3
3.97593534166565e-194	-2.40266054617955	0.266	0.663	1.33340943553441e-189	DPP10
0	2.39764350988109	0.845	0.379	0	TUBB
0	2.39119042833983	0.824	0.41	0	LDHB
0	-2.3904261105392	0.112	0.698	0	IMMP2L
0	2.38882164867688	0.86	0.49	0	KLC1
0	2.38817334699294	0.847	0.386	0	PGAM1
0	2.38506202821661	0.978	0.82	0	GNAS
1.21803504079504e-288	-2.38337291634056	0.017	0.429	4.08492411631433e-284	SYN3
2.29643478827583e-184	-2.38114156804724	0.104	0.465	7.70155334944065e-180	OPCML
0	2.37906271182554	0.899	0.587	0	CLTC
0	2.37558428150466	0.866	0.511	0	SYT11
0	2.37060127903451	0.846	0.445	0	ENO2
0	-2.36433805825936	0.099	0.687	0	MBD5
0	-2.35490308673924	0.099	0.665	0	GRID1
0	2.35292648692449	0.824	0.395	0	SERINC3
0	2.35055408644222	0.824	0.406	0	ATP5F1A
9.71914860220077e-281	-2.34745343611917	0.159	0.646	3.25951086672007e-276	HS6ST3
1.00798981794715e-268	2.34558934520593	0.748	0.379	3.38049545244937e-264	TH
0	-2.34466034700272	0.029	0.595	0	XKR6
0	2.34176824761048	0.939	0.715	0	PLD3
0	2.33307175293671	0.759	0.321	0	ENO1
5.97572037251442e-263	-2.33029041327023	0.15	0.624	2.00407734133016e-258	KIF26B
0	2.32946382977744	0.888	0.505	0	ITM2B
0	2.32936596393046	0.86	0.523	0	CANX
0	2.32508938286368	0.82	0.436	0	SLC6A3
0	2.32098196335864	0.769	0.32	0	GHITM
0	-2.30948408917366	0.153	0.667	0	RGS7
5.59502919184175e-272	-2.30483490142931	0.228	0.706	1.87640494006797e-267	GRM5
6.80227533705999e-96	-2.29848002534571	0.534	0.719	2.28127907978981e-91	KLHL1
1.2537073019086e-293	-2.29693858199757	0.109	0.605	4.20455817841086e-289	CSMD2
0	-2.29408351440464	0.075	0.626	0	UBA6-AS1
0	2.29228046564629	0.856	0.498	0	PRNP
0	2.28494824035308	0.881	0.483	0	UBC
1.41213583351765e-273	-2.27435865120279	0.058	0.501	4.73587994486814e-269	NYAP2
0	2.2690678825585	0.894	0.537	0	CALY
0	2.26580750489874	0.771	0.296	0	TUBB4B
0	2.26541000715572	0.869	0.554	0	DKK3
0	-2.26235355595544	0.06	0.606	0	CACNA1C
0	-2.25389036097761	0.334	0.809	0	ANKS1B
6.08479512687696e-267	-2.25228541148903	0.22	0.701	2.04065774170073e-262	PTPRD
4.08352916370417e-280	-2.24848019312261	0.136	0.628	1.36949317563147e-275	STXBP5L
0	-2.24621620003972	0.092	0.663	0	NAV2
1.01855283611619e-226	-2.24316027541832	0.295	0.713	3.41592064648286e-222	NEGR1
0	-2.24138730560801	0.088	0.593	0	KHDRBS2
5.60391527459981e-187	-2.23943925281418	0.159	0.545	1.87938506564254e-182	GPC5
0	2.23647306247894	0.746	0.272	0	MOAP1
3.73105708144553e-295	-2.23341575944348	0.036	0.481	1.25128461340439e-290	AC120193.1
0	-2.23257873908405	0.241	0.769	0	CACNA1A
0	2.22281255099147	0.951	0.671	0	STMN2
0	-2.22250182595584	0.055	0.648	0	ANKRD30BL
0	2.21899362678176	0.799	0.445	0	SERPINI1
0	2.21853701236134	0.804	0.471	0	ANXA6
5.10633923362181e-300	2.21591114133205	0.743	0.321	1.71251298877975e-295	PGK1
5.95502967123641e-278	-2.21192885135942	0.113	0.598	1.99713830084255e-273	FAM135B
9.33186755126027e-295	2.2118340191965	0.737	0.317	3.12962842066616e-290	DNAJA1
0	2.20696522760747	0.808	0.447	0	APLP2
0	-2.20330653132105	0.078	0.618	0	CACNA1D
0	2.19232172040053	0.836	0.473	0	DSTN
2.14937069369018e-307	2.1918665199862	0.751	0.313	7.20834449542876e-303	PINK1
1.47700472572992e-280	-2.18857419387283	0.366	0.806	4.95343074868045e-276	ADGRL3
1.51611573188113e-294	-2.18758589291457	0.167	0.676	5.08459733000973e-290	AFF3
0	2.18458165523179	0.901	0.648	0	PREPL
7.83038440389882e-176	-2.17866884248499	0.354	0.715	2.62607601753555e-171	KCNQ3
0	2.17491597960655	0.863	0.526	0	ATP1A1
0	-2.17389373232814	0.196	0.795	0	PLCG2
7.42666633136475e-306	2.16868615614406	0.801	0.483	2.4906810875498e-301	PGM2L1
9.42026391952475e-285	2.16354909418044	0.711	0.246	3.15927391069102e-280	B4GAT1
1.87977979413502e-215	-2.16275264424542	0.097	0.494	6.30421749559061e-211	CDH18
8.1177533091802e-270	-2.16114362396156	0.096	0.556	2.72245092729976e-265	CHSY3
4.23519105570054e-229	-2.16000351982012	0.136	0.569	1.42035602435029e-224	ENOX1
0	2.15570391868836	0.797	0.379	0	SRP14
6.16891622064294e-155	-2.15298740350739	0.375	0.7	2.06886943291702e-150	PLCB1
0	2.14508222793933	0.853	0.531	0	DDX24
0	2.14251663721888	0.859	0.556	0	PJA2
1.00052289978238e-256	2.1424340656069	0.668	0.247	3.35545364900016e-252	ATP6AP2
0	2.13870823039741	0.83	0.416	0	BEX1
1.53424483609097e-251	-2.13860487995073	0.307	0.765	5.14539690679829e-247	TMEM178B
0	2.13634828162601	0.808	0.417	0	SOD1
8.42184701846744e-278	-2.13456379608833	0.877	0.944	2.82443483458343e-273	NRXN3
1.4356008648313e-307	2.13280125006168	0.763	0.337	4.81457462038472e-303	TUBB4A
0	2.12868570939486	0.911	0.635	0	CPE
1.57923221744732e-278	-2.12818221270905	0.268	0.742	5.29627108765309e-274	DOCK3
6.35527487905441e-231	-2.12721310633778	0.084	0.496	2.13136853618848e-226	KIRREL3
5.27222971609684e-219	-2.12436637860247	0.031	0.381	1.7681476798874e-214	GRM7
0	-2.12296756143969	0.145	0.748	0	MIR99AHG
2.84184645868804e-303	2.12151339415127	0.769	0.368	9.53070046850207e-299	PPA1
0	2.11863167761533	0.806	0.459	0	SV2A
0	-2.11431911933634	0.121	0.707	0	JMJD1C
9.9506776821877e-108	-2.1050451974314	0.348	0.619	3.33715877427529e-103	UNC13C
1.48580608636538e-270	2.10311351558288	0.715	0.313	4.98294787184358e-266	VDAC1
2.08943160646528e-274	2.1022139277946	0.737	0.358	7.0073267786026e-270	ATP6V1E1
7.53655477424487e-251	2.10114437071341	0.698	0.31	2.5275343746385e-246	SYT4
0	2.10066905278568	0.792	0.386	0	ATP6V0B
2.07791813676331e-252	-2.09578919027343	0.234	0.707	6.96871405526313e-248	AGAP1
0	-2.09215455941156	0.032	0.536	0	MIR137HG
0	2.08631122769768	0.96	0.826	0	RTN3
0	2.08299121105036	0.839	0.474	0	CLU
0	-2.08204430472711	0.095	0.621	0	SORBS2
6.45038866387518e-244	2.0791800550703	0.651	0.211	2.16326684620382e-239	RGS4
3.62869093555082e-224	-2.07917537413052	0.173	0.609	1.21695407905568e-219	FRMPD4
0	2.079139955639	0.903	0.676	0	KIF21A
5.61323971636149e-269	2.07874664596307	0.739	0.379	1.88251220367615e-264	FBXO2
0	-2.07865307435678	0.216	0.76	0	GPHN
5.05941893335569e-242	-2.07858385776063	0.687	0.906	1.6967773276795e-237	LSAMP
2.36741158563764e-281	-2.07154733346079	0.202	0.704	7.93958823475296e-277	CACNA1B
1.03031662303502e-274	-2.07032036611848	0.22	0.711	3.45537285867255e-270	MYT1L
0	-2.06430026782532	0.092	0.677	0	SSH2
0	2.06239063416047	0.943	0.708	0	CALM1
5.72932221439515e-258	-2.05360814198278	0.054	0.477	1.9214427910417e-253	GALNT13
9.93615694858327e-249	2.05340420007942	0.702	0.326	3.33228895584637e-244	GOT1
0	-2.04320307682833	0.076	0.645	0	UNC79
1.53599212113647e-275	-2.03099075097676	0.123	0.615	5.15125677665536e-271	PRICKLE2
1.55917645063228e-218	-2.02631042033702	0.402	0.792	5.22901006248549e-214	ERC2
2.01276359541664e-147	-2.02577703137398	0.049	0.326	6.75020526994878e-143	IL1RAPL2
0	2.01388743840572	0.846	0.472	0	ACTB
1.90850945695273e-289	2.0110816671555	0.75	0.329	6.40056816578236e-285	ATP6V0E2
0	-2.00778459723086	0.029	0.512	0	DLGAP2
2.28770303954695e-306	-2.00545699223622	0.049	0.525	7.6722696837286e-302	KLHL29
2.06891693797087e-263	-1.99876617748237	0.092	0.557	6.93852673487291e-259	DPYD
3.63990480329699e-259	1.99456657692615	0.689	0.269	1.22071487388171e-254	RAB3A
8.58011040951253e-264	1.99297730692285	0.741	0.412	2.87751162803822e-259	PRKAR1A
5.59180973358936e-305	-1.99281750904161	0.041	0.505	1.87532523035386e-300	TMEM108
1.36541265543094e-162	-1.99269407653738	0.278	0.643	4.57918442251874e-158	CALN1
0	1.99265228339422	0.811	0.513	0	ATP6V1A
2.06181896161995e-256	1.99246988638316	0.683	0.247	6.91472225158481e-252	SLC25A4
0	1.98980980360826	0.882	0.695	0	STXBP1
0	1.98777416329773	0.896	0.657	0	DYNC1H1
0	1.98762985289037	0.821	0.465	0	FAIM2
4.50736521364532e-156	-1.98486045102637	0.319	0.681	1.51163507170023e-151	DOK6
0	-1.9817829733807	0.048	0.556	0	HIVEP3
2.20469483440138e-252	-1.97636027425016	0.11	0.563	7.39388506613189e-248	CUX2
4.53466603099648e-231	1.97118046656304	0.657	0.26	1.52079094681529e-226	ACHE
3.99182002648081e-132	-1.97081963996574	0.428	0.715	1.33873668228087e-127	CNTN4
0	1.97014081222264	0.824	0.575	0	KIF3A
4.87193734808611e-294	1.96922878156879	0.792	0.481	1.63390162842764e-289	ACOT7
8.98935959757181e-120	-1.9679489221593	0.272	0.59	3.01476152823766e-115	HECW1
1.61095059963858e-276	-1.96788773863356	0.111	0.598	5.4026450260079e-272	DGKI
8.67333036228221e-301	-1.96718734756191	0.072	0.559	2.90877480359858e-296	XKR4
1.47000057190549e-305	-1.96647953891133	0.109	0.621	4.92994091799944e-301	PRKN
2.07850370364044e-228	1.95842959279849	0.612	0.185	6.97067787089894e-224	PNMA8A
1.9011252339691e-302	-1.95703738192477	0.015	0.444	6.37580369716216e-298	CACNB4
1.70888563530628e-274	-1.95497368731003	0.05	0.488	5.73108975512667e-270	SDK1
4.32909619087557e-212	1.95489317038752	0.636	0.25	1.45184898953394e-207	HSPA5
5.19418901751305e-212	1.95200669115416	0.653	0.303	1.74197517080335e-207	NCDN
3.81146209184306e-279	-1.95007793313912	0.136	0.631	1.27825004174141e-274	WWOX
1.14924419440021e-246	1.94943436245	0.692	0.292	3.85422025475998e-242	SLC25A3
3.67433841971804e-226	1.94753475432075	0.628	0.215	1.23226287582084e-221	ATP6AP1
1.48839330241367e-239	1.94628609992638	0.668	0.255	4.99162461830472e-235	TPI1
2.49945054279398e-261	1.94589791748698	0.76	0.413	8.38240728536817e-257	SLC22A17
1.32527039869017e-220	1.94345098471682	0.642	0.239	4.44455933608722e-216	TUBB2B
2.78372252283091e-251	1.94310120335482	0.703	0.312	9.33577022481801e-247	ARL6IP5
1.07311315834633e-239	-1.94096842236823	0.123	0.57	3.59889959914609e-235	PTPRG
0	-1.93591644400694	0.021	0.464	0	MIR2052HG
3.2356234702858e-205	1.93468156756968	0.622	0.249	1.08513104322975e-200	NAP1L3
3.28225078754009e-197	-1.93417733882467	0.114	0.502	1.10076844661732e-192	CACNA2D3
0	1.93300266535117	0.934	0.746	0	NSF
9.35011752171186e-255	1.92913695431114	0.754	0.447	3.13574891325651e-250	SCG5
6.82251475936467e-266	1.92650361178579	0.749	0.393	2.28806677484813e-261	SCOC
1.26280017439257e-240	1.92505177615757	0.703	0.347	4.23505294486035e-236	PPP2R1A
0	-1.92151588314446	0.031	0.545	0	DANT2
7.94178053705721e-229	1.91787133564757	0.679	0.311	2.66343493871287e-224	ATP6V0D1
1.67334387974385e-214	-1.9094581406676	0.015	0.34	5.61189336949697e-210	AL445623.2
6.29053426009462e-305	1.9084607128738	0.816	0.482	2.10965647480793e-300	CALM3
1.17924258624696e-243	1.90821314232043	0.691	0.295	3.95482586149643e-239	EEF2
0	-1.90817704291491	0.02	0.658	0	MIAT
1.0219424886272e-137	-1.90813330794788	0.278	0.625	3.42728852410905e-133	MYRIP
4.80958375690856e-244	1.90603719551986	0.719	0.378	1.61299010455442e-239	REEP5
5.33329184448457e-252	1.90561949226818	0.748	0.442	1.78862608588479e-247	SPOCK2
1.62163626375881e-294	-1.90557310934033	0.059	0.528	5.43848153776792e-290	MTUS2
1.8928143651366e-159	-1.89996960803857	0.125	0.465	6.3479315363586e-155	LHFPL3
8.80603111770914e-247	1.8997362085263	0.718	0.355	2.95327865594612e-242	CEND1
5.39510599624204e-229	-1.89972288261293	0.167	0.625	1.80935669795969e-224	NPAS3
4.62476280763356e-225	1.89972233145499	0.67	0.303	1.55100670279607e-220	OAT
2.67642661366473e-252	1.89714062315883	0.743	0.412	8.97593193424741e-248	PTPRN
9.05734119534423e-176	-1.89048016831663	0.046	0.361	3.03756051668259e-171	ZFPM2
3.05637141436424e-255	-1.88692228268917	0.128	0.585	1.02501528123534e-250	LRFN5
4.8463720970941e-229	1.87985077632293	0.69	0.32	1.62532781020245e-224	RET
1.39256319304686e-284	-1.87683391886328	0.098	0.58	4.67023918052124e-280	CACNB2
4.99206698278374e-214	1.87548762130865	0.677	0.344	1.67418950401618e-209	USP11
2.12840339845194e-146	-1.87193661153707	0.543	0.802	7.13802647738829e-142	PCDH9
1.62339365823559e-219	1.86972657977723	0.657	0.283	5.4443753116247e-215	TMEM30A
3.16625958333733e-217	1.86696844821914	0.652	0.271	1.06186847646384e-212	ATP6V1G1
1.9064841117011e-237	1.86588437542112	0.716	0.364	6.39377576541199e-233	STMN1
5.09515137903612e-198	1.86496608228618	0.642	0.303	1.70876091798734e-193	NARS
4.72149580093527e-230	-1.86212419580425	0.084	0.505	1.58344804675966e-225	RYR3
0	-1.86093456914354	0.027	0.53	0	KCNQ1OT1
4.71252713977501e-297	-1.85756151869002	0.865	0.967	1.58044022686635e-292	CADM2
2.9928892139785e-209	1.85647664448258	0.617	0.215	1.00372525569197e-204	VAT1
1.52554732807712e-234	1.85565538088102	0.71	0.377	5.11622807417223e-230	HSPA9
1.18118660011834e-175	-1.85507375043136	0.083	0.43	3.96134550081688e-171	RYR2
2.39570888341172e-249	1.85407692178213	0.748	0.45	8.0344888822979e-245	G3BP2
4.71766056419647e-217	1.85379050324021	0.651	0.272	1.58216182341457e-212	TKT
2.04774317171693e-251	1.85240736189265	0.75	0.406	6.86751627498708e-247	SELENOW
1.17425074290255e-275	1.84961864262368	0.783	0.408	3.93808471647229e-271	SNCG
3.50218922252557e-214	1.8486354511577	0.672	0.317	1.1745291995584e-209	CMAS
6.20786922595513e-214	1.84691029261903	0.642	0.255	2.08193310230857e-209	YWHAH
7.67078598281397e-294	-1.84419626593938	0.066	0.538	2.57255149505632e-289	STXBP5-AS1
9.11249674678735e-159	-1.84391631387214	0.396	0.756	3.05605803397008e-154	RIMS1
6.34250218659455e-125	-1.84291993838732	0.063	0.317	2.12708495831821e-120	UNC5D
1.74401296173995e-212	1.8420625366528	0.627	0.232	5.84889626978727e-208	CCT5
0	1.84167156944598	0.976	0.862	0	SNAP25
0	-1.83378696334365	0.093	0.677	0	SRRM3
3.13300622917088e-231	1.83257806375457	0.695	0.336	1.05071629907704e-226	WBP2
2.27984226740699e-203	1.8293047519564	0.623	0.245	7.64590701220282e-199	NAP1L2
1.05502078035977e-213	1.82752186520253	0.684	0.353	3.53822319109256e-209	GUCY1B1
3.83208009408759e-201	-1.82624309656531	0.035	0.368	1.28516470115415e-196	TTC6
8.39000340282885e-244	1.82471437239839	0.742	0.376	2.81375544120671e-239	BEX3
2.71141246858009e-285	-1.82311783468491	0.073	0.549	9.09326399587703e-281	OTUD7A
1.50554343003112e-230	-1.82048710235701	0.056	0.451	5.04914100129536e-226	L3MBTL4
1.09764260703458e-208	1.82027198131675	0.633	0.246	3.68116401121187e-204	NAP1L5
7.27807123917931e-137	-1.82025536727635	0.116	0.433	2.44084675148357e-132	ST6GALNAC5
0	1.81961875850777	0.834	0.456	0	PCSK1N
5.27765127161494e-235	-1.81931244231713	0.073	0.482	1.7699659069615e-230	FAM19A2
2.18330558422042e-220	1.81742779065363	0.679	0.324	7.32215193780002e-216	BNIP3
0	-1.81659844919522	0.053	0.593	0	EML6
9.99140390334914e-211	1.81625837375935	0.668	0.32	3.3508171270662e-206	TSPYL1
2.55747353924663e-191	-1.81525540983115	0.218	0.624	8.57699900857143e-187	ASTN2
2.71641612297873e-194	1.81463777376625	0.597	0.217	9.11004475163377e-190	TSPAN7
0	-1.81050786705031	0.065	0.588	0	SUPT3H
3.43872696224853e-230	1.81041670652397	0.711	0.364	1.15324586132929e-225	SKP1
6.63708808715459e-207	1.80484439234151	0.669	0.337	2.22588023178903e-202	HSPD1
5.56249094563995e-215	1.80025681251584	0.695	0.351	1.86549258843927e-210	EID1
2.81202534164724e-205	1.79990666613879	0.642	0.273	9.43068938828234e-201	PITHD1
8.20253784938373e-201	1.79963251916885	0.661	0.325	2.75088511854782e-196	SCG3
1.81168048116369e-214	-1.79714088150714	0.443	0.811	6.07583282967868e-210	PPFIA2
8.92868996816377e-257	1.7969736230434	0.776	0.491	2.99441475462308e-252	SCRN1
0	-1.79591913625363	0.02	0.471	0	SETBP1
0	-1.79552821906829	0.069	0.592	0	ZCCHC7
4.62476332640199e-194	1.79508022138721	0.636	0.301	1.55100687677544e-189	CTSB
7.77364898860248e-299	-1.79493967578585	0.11	0.618	2.60704866130761e-294	ATXN1
1.31373251835692e-233	-1.79384321086141	0.114	0.552	4.4058647468136e-229	FMN2
8.34244064795308e-259	-1.79179863243394	0.097	0.555	2.79780432010402e-254	JAZF1
4.93558499328146e-114	-1.79009307232509	0.145	0.435	1.6552471391968e-109	TRPM3
0	-1.78407970038618	0.234	0.785	0	AHI1
5.49855334925866e-270	-1.78381552087241	0.106	0.584	1.84404983674088e-265	AEBP2
0	-1.7823003573242	0.041	0.531	0	TTC28
1.58523582672676e-208	1.78093358699309	0.692	0.379	5.31640539209354e-204	TAGLN3
1.10501631537304e-228	-1.77721729551495	0.077	0.494	3.70589321686657e-224	FRMD4B
1.39644197836313e-286	-1.77644666075088	0.024	0.448	4.68324746283644e-282	AC233296.1
7.53907318374192e-173	-1.77447667692876	0.3	0.687	2.52837897363153e-168	GABRB1
3.75485125747773e-216	1.77391812314764	0.699	0.369	1.25926446622031e-211	MTCH1
4.98365444362934e-227	-1.77176343443628	0.13	0.56	1.67136819075997e-222	HDAC9
2.51447192265204e-158	-1.7701043960745	0.322	0.692	8.43278448699815e-154	SLC35F1
7.7758171460777e-197	1.76889679290514	0.642	0.283	2.60777579628008e-192	BEX4
1.1246159036037e-290	-1.76812364363937	0.051	0.512	3.77162435591574e-286	DNAH14
0	-1.76708756085947	0.116	0.7	0	GPATCH8
2.76707074138652e-286	-1.76700221327705	0.022	0.446	9.27992514538797e-282	MIR181A1HG
0	-1.76397852320744	0.056	0.543	0	MCF2L2
3.41120660638787e-219	-1.76154973102023	0.249	0.706	1.1440163595843e-214	DOCK4
1.94959505509647e-19	1.7603513479207	0.369	0.299	6.53835693627703e-15	GABRA1
1.25679071005306e-129	-1.75793216076251	0.051	0.311	4.21489900430495e-125	KIAA1217
2.36437380609756e-217	1.75649717600909	0.77	0.554	7.92940043350939e-213	MAP1A
0	1.75252551344168	0.937	0.713	0	DNER
1.14169817947679e-175	1.74646665732803	0.561	0.202	3.82891318451131e-171	VDAC2
1.96529454066742e-210	1.74204027648675	0.701	0.415	6.59100830103634e-206	CADM3
3.73950412283977e-148	-1.73977096649304	0.013	0.248	1.25411749767677e-143	PTPRT
2.8698574876158e-177	1.7397295711996	0.623	0.311	9.62464105621711e-173	SLC9A6
4.46061651615588e-187	1.73722775455495	0.692	0.443	1.4959569610232e-182	MAP7D2
8.21520513660804e-237	-1.73279062866629	0.099	0.533	2.75513334666424e-232	NAV3
4.01299249226941e-298	-1.73101475656465	0.049	0.513	1.34583729213239e-293	KSR2
1.60339873469812e-191	1.73095314769847	0.655	0.337	5.37731833655707e-187	VCP
1.68817154954524e-216	-1.7288728486376	0.222	0.659	5.66162092570989e-212	KCNMA1
2.30821298632779e-187	1.72869259239765	0.641	0.32	7.74105389224753e-183	MAP1LC3B
4.15322438891097e-178	1.72448795847208	0.564	0.199	1.39286686330907e-173	ATP5PB
9.06004310856115e-231	-1.72296231286196	0.147	0.595	3.03846665731815e-226	TANC2
0	-1.72256297872125	0.054	0.638	0	MUC20-OT1
2.23931783839855e-264	-1.71893880073225	0.014	0.396	7.51000023463722e-260	KCNH7
5.08251846560295e-189	1.71731753303508	0.645	0.31	1.70452421780926e-184	NSG1
1.55184891333289e-183	1.71569333706288	0.626	0.302	5.20443570064453e-179	HSPA4
6.76294202093231e-201	-1.71500557264564	0.031	0.359	2.26808786556007e-196	KCNB2
2.33780588364057e-215	1.71471055239464	0.7	0.363	7.84029959196537e-211	AP2M1
