p_val	avg_log2FC	pct.1	pct.2	p_val_adj	gene	annotation
9.34601324459354e-14	-1.02802620495275	0.269	0.577	2.23668788969613e-09	RR48373-transposable-element	cholinergic neuron
1.19776273596334e-07	-1.63971405230429	0.268	0.644	0.00286648577970747	Syn1	columnar neuron T1
4.54653757485143e-87	-2.04789513155606	0.133	0.603	1.08807737241345e-82	Obp99b	cone cell
9.56609640625451e-77	2.30150016362111	0.441	0.017	2.28935819194483e-72	Ldh	cone cell
1.64429497648755e-46	1.48740101694418	0.497	0.177	3.93512673773001e-42	FBti0019603	cone cell
2.07585271318925e-40	1.38666818188549	0.329	0.048	4.96793071320451e-36	Dro	cone cell
3.93127144084122e-39	1.45471378001446	0.34	0.062	9.40831881222121e-35	Dgp-1	cone cell
2.51951988691406e-35	1.26694230980029	0.375	0.098	6.02971499336273e-31	Mtk	cone cell
1.42270507903176e-34	-1.63049272998569	0.172	0.43	3.4048177951388e-30	FBti0019143	cone cell
2.06354793749952e-32	1.09834492904538	0.274	0.041	4.93848292402384e-28	Arc1	cone cell
1.222946835747e-29	1.18313303696401	0.454	0.18	2.92675636730973e-25	Drs	cone cell
9.55463949661955e-25	-1.19619563170597	0.391	0.573	2.28661632433099e-20	rdhB	cone cell
6.90600566905736e-24	-1.01552699300344	0.281	0.53	1.65274527671881e-19	RR48373-transposable-element	cone cell
1.95645856096447e-23	-1.05621917971654	0.183	0.398	4.68219662810017e-19	ND-75	cone cell
1.41136328537669e-11	-2.36512155183162	0	0.362	3.3776746145635e-07	Obp99b	distal medullary amacrine neuron Dm3
7.62813219917016e-08	1.57345205893244	0.204	0	0.0018255645979054	Ldh	distal medullary amacrine neuron Dm3
1.19389578488542e-12	2.2952884298896	0.522	0.011	2.85723139238779e-08	Ldh	dopaminergic neuron
3.65869303284937e-08	1.26115422908127	0.348	0.011	0.000875598416621511	Dro	dopaminergic neuron
1.84002690945423e-07	1.20956443748761	0.283	0	0.00440355239970586	y	dopaminergic neuron
1.9836309101412e-07	2.19015167179252	0.37	0.034	0.00474722549414993	CG33978	dopaminergic neuron
5.62285850851634e-119	-1.97634911607099	0.141	0.678	1.34566249825813e-114	Obp99b	epithelial cell
2.62919992951502e-82	1.72781998068886	0.414	0.008	6.29220127131534e-78	Ldh	epithelial cell
4.19071796087207e-45	1.11734967651456	0.356	0.065	1.0029226223959e-40	Dro	epithelial cell
5.37474325513812e-39	1.02178212202961	0.38	0.107	1.28628355581965e-34	Dgp-1	epithelial cell
4.47569020114547e-37	1.17768219408539	0.489	0.19	1.07112217893813e-32	Drs	epithelial cell
2.05910649988365e-18	-1.21646976994162	0.38	0.537	4.92785367552156e-14	h	epithelial cell
6.75947464902862e-08	1.04280071550249	0.22	0.123	0.00161767747300553	CG31205	epithelial cell
1.57613774967318e-06	1.1268802214742	0.173	0.092	0.0377201286251786	CG12239	epithelial cell
1.83722112891225e-40	1.77988333677705	0.681	0.26	4.39683760571279e-36	hzg	gabaergic neuron
1.13906334154458e-34	1.46643424145879	0.285	0.004	2.72600638898449e-30	Ldh	gabaergic neuron
3.37272075398791e-28	1.20890366567869	0.223	0	8.07159530844387e-24	y	gabaergic neuron
1.84205450766991e-22	-1.1888949961993	0.054	0.387	4.40840484775564e-18	Obp99b	gabaergic neuron
3.20212489976185e-21	1.79161649499934	0.342	0.083	7.66332531011007e-17	CG33978	gabaergic neuron
2.4698791430349e-18	2.00198840288417	0.902	0.572	5.91091476511113e-14	hzg	gamma kenyon cell
8.66171958281819e-15	1.11676790545871	0.348	0	2.07292273056005e-10	CG6912	gamma kenyon cell
2.8382648536173e-11	1.12571051963289	0.283	0.007	6.79253544767693e-07	Ldh	gamma kenyon cell
2.38646550841168e-10	-1.30096112940274	0.087	0.48	5.71128925473083e-06	Obp99b	gamma kenyon cell
4.98729786267956e-08	-1.01688962637985	0.337	0.651	0.00119356012449647	Syn1	gamma kenyon cell
6.48342977013108e-08	1.39320430483003	0.88	0.73	0.00155161441258777	Nplp3	gamma kenyon cell
8.69410613120284e-29	1.05488205872006	0.23	0	2.08067347931947e-24	Ldh	glutamatergic neuron
1.96627453159406e-26	-1.28905254387953	0.072	0.428	4.70568820901089e-22	Obp99b	glutamatergic neuron
3.37937560536859e-24	1.56780249666591	0.556	0.241	8.08752169876811e-20	hzg	glutamatergic neuron
1.30838881424083e-16	1.53628624594491	0.26	0.061	3.13123611024114e-12	CG33978	glutamatergic neuron
1.37641530952428e-10	-2.55156687765597	0.478	0.935	3.2940371187535e-06	CG17839	hemocyte
8.95832751295976e-39	2.38044562924721	0.985	0.537	2.14390694040153e-34	hzg	kenyon cell
6.27949657870295e-12	-1.35135546388916	0.061	0.415	1.50280912121519e-07	Obp99b	kenyon cell
2.51123504796713e-11	1.5793056427542	0.303	0.024	6.00988771679493e-07	CG33978	kenyon cell
2.94037513894793e-11	1.12797179678692	0.242	0	7.03690578253019e-07	Ldh	kenyon cell
3.92734915641121e-11	-1.22275024158547	0.189	0.567	9.3989320011233e-07	RR48373-transposable-element	kenyon cell
6.96953230960508e-08	1.00131925573933	0.212	0.018	0.00166794847233469	Mtk	kenyon cell
1.22071777353522e-12	1.47625405558273	0.365	0	2.9214217756245e-08	Ldh	lamina monopolar neuron L1 + L2
4.17202491661465e-12	-1.18578176894839	0.104	0.53	9.98449003044218e-08	Obp99b	lamina monopolar neuron L1 + L2
1.7237398749959e-08	-1.14884977342889	0.243	0.574	0.000412525426884018	RR48373-transposable-element	lamina monopolar neuron L1 + L2
9.27877581113009e-12	1.68940335483578	0.946	0.475	2.22059662711965e-07	jeb	lamina monopolar neuron L3
2.53632935154385e-09	1.67416866944357	0.359	0	6.06994340411475e-05	Ldh	lamina monopolar neuron L4
1.98841350219368e-06	-1.4621253095288	0.062	0.412	0.0475867119344993	Obp99b	lamina monopolar neuron L4
5.07488775508304e-10	1.42783409337952	0.379	0	1.21452213754647e-05	FBti0063565	lamina wide-field 2 neuron
7.99752554466488e-08	1.88828756062366	0.293	0	0.0019139678133492	CG33978	lamina wide-field 2 neuron
4.74970216781476e-07	-1.06318453522521	0.345	0.739	0.0113669872280143	COX8	lamina wide-field 2 neuron
2.56330814194369e-08	-1.46182049604357	0.059	0.469	0.000613450904529963	Obp99b	lobular columnar neuron LC12
1.66794639756848e-07	1.29639712673176	0.279	0.01	0.00399172931866087	Ldh	lobular columnar neuron LC12
2.23234038415032e-07	1.48504644067042	0.381	0.015	0.00534243700734856	Ldh	medullary intrinsic neuron Mi1
1.57073985995413e-06	-1.69667105425122	0.079	0.446	0.0375909463284223	Obp99b	medullary intrinsic neuron Mi1
1.04030121361456e-19	1.2721993547793	0.257	0	2.48964886442237e-15	Ldh	medullary intrinsic neuron Mi4
8.8201100326411e-16	-1.13225779183402	0.091	0.411	2.11082873301167e-11	Obp99b	medullary intrinsic neuron Mi4
5.41393961707434e-11	1.49057283347317	0.274	0.07	1.29566402915823e-06	CG33978	medullary intrinsic neuron Mi4
7.52156492926364e-11	1.13797786672086	0.483	0.24	1.80006091887137e-06	hzg	medullary intrinsic neuron Mi4
3.20154318824502e-15	1.4010577393348	0.425	0.008	7.66193315810797e-11	Ldh	olfactory receptor neuron
8.69940292545079e-12	1.30032060170874	0.378	0.032	2.08194110811888e-07	Dro	olfactory receptor neuron
3.31312871445435e-09	-1.26831390378581	0.134	0.452	7.92897963943215e-05	Obp99b	olfactory receptor neuron
7.9684706048897e-08	1.11471913765242	0.567	0.258	0.0019070143851622	Cpr72Ec	olfactory receptor neuron
1.12400144878051e-07	1.00609393832467	0.669	0.371	0.00268996026722152	hzg	olfactory receptor neuron
2.52959710969573e-20	1.25376598993463	0.343	0.004	6.05383180292382e-16	Ldh	OPN neuron
9.09726283082577e-16	1.10613860661432	0.287	0.009	2.17715694067322e-11	y	OPN neuron
1.1979423982399e-15	1.53831715399425	0.667	0.279	2.86691574746774e-11	hzg	OPN neuron
8.32023802493875e-10	1.0193512690728	0.352	0.09	1.99119936412834e-05	Dgp-1	OPN neuron
1.86616999253649e-09	1.09132366684197	0.87	0.609	4.46611802613834e-05	CG4577	OPN neuron
2.62208137816899e-46	-1.57864502731902	0.141	0.64	6.27516515423403e-42	Obp99b	outer photoreceptor cell
1.49316275977699e-34	1.43791105225835	0.414	0.01	3.57343711669828e-30	Ldh	outer photoreceptor cell
1.36686231137349e-09	1.03291604347763	0.568	0.407	3.27117488357904e-05	hzg	outer photoreceptor cell
4.87544280794019e-147	-2.46264673604917	0.36	0.941	1.16679097279625e-142	Obp99b	photoreceptor cell
1.36744869785971e-118	2.01762784666286	0.699	0.02	3.27257822371786e-114	Ldh	photoreceptor cell
8.06180789732557e-86	1.67092362575055	0.69	0.128	1.92935186598796e-81	Dro	photoreceptor cell
1.53327717184463e-57	1.27362183458624	0.494	0.059	3.66943892765856e-53	AttC	photoreceptor cell
7.71225100218061e-57	1.28638404670133	0.569	0.141	1.84569590984186e-52	Dgp-1	photoreceptor cell
3.16001795863889e-47	1.25243424206094	0.685	0.296	7.56255497861458e-43	Mtk	photoreceptor cell
5.03466711671578e-47	-1.1810128059869	0.171	0.545	1.20489653437242e-42	TotA	photoreceptor cell
1.38417221527081e-14	1.04520504777337	0.283	0.104	3.31260094558611e-10	Hsp26	photoreceptor cell
1.01949293393694e-10	-1.60472755185607	0.575	0.877	2.43985048949788e-06	Syn1	photoreceptor-like cell
1.10044508728231e-07	-1.1737404794207	0	0.329	0.00263358518288402	RR48375-transposable-element	photoreceptor-like cell
1.77962553564534e-06	1.06977969700951	0.274	0	0.0425899983190644	CG11052	photoreceptor-like cell
1.77962553564534e-06	1.05481707702647	0.274	0	0.0425899983190644	Dro	photoreceptor-like cell
1.32606160925314e-17	2.13774649788718	0.856	0.323	3.17353064326461e-13	FBti0019603	pigment cell
3.51889495842514e-12	1.65806217112901	0.845	0.366	8.42141941450305e-08	qin	pigment cell
5.0417244306334e-10	1.60036818512229	0.402	0.032	1.20658549073919e-05	Ldh	pigment cell
2.4510206427297e-09	-1.40879803238216	0.186	0.57	5.86578260218072e-05	Obp99b	pigment cell
5.75841133250899e-09	1.36757864189189	0.402	0.054	0.000137810300009605	Dro	pigment cell
8.35104352621934e-08	-1.14102987346584	0.186	0.548	0.00199857173669481	RR48373-transposable-element	pigment cell
7.86096258790601e-07	-1.45035102927041	0.598	0.806	0.0188128556653767	CG4928	pigment cell
3.23988582456285e-14	2.43296454730672	0.469	0.009	7.7536947553438e-10	Ldh	Poxn neuron
8.07253138916149e-10	1.70835459513746	0.449	0.062	1.93191821205413e-05	Dgp-1	Poxn neuron
1.4345125577082e-09	2.53764765153853	0.673	0.265	3.43307545310726e-05	hzg	Poxn neuron
3.2839576766544e-09	1.19935105861273	0.959	0.885	7.8591675117693e-05	Ald1	Poxn neuron
3.32699791150854e-09	1.08442635371495	0.286	0	7.96217140182223e-05	MFS3	Poxn neuron
1.64514847150317e-07	1.03791249963993	0.347	0.044	0.00393716932200139	Tpc1	Poxn neuron
1.47774157586058e-06	-1.41731416484912	0.061	0.442	0.0353653113934954	Obp99b	Poxn neuron
1.36310202876421e-14	1.82575976304954	0.417	0	3.26217577523851e-10	Ldh	serotonergic neuron
2.08325347827837e-10	-1.87924415861457	0.191	0.583	4.9856422242158e-06	MFS14	serotonergic neuron
3.87049507333272e-10	-2.65521524660387	0.191	0.548	9.26286880949987e-06	h	serotonergic neuron
5.75685897807005e-10	-1.18183336713897	0.165	0.548	1.37773149063172e-05	Obp99b	serotonergic neuron
9.05285490753688e-08	1.04297348492614	0.348	0.07	0.00216652923647173	Dgp-1	serotonergic neuron
1.1776417015375e-07	1.02720932159213	0.296	0.035	0.00281833212011955	Dro	serotonergic neuron
4.06119731663728e-07	-1.46210919869868	0.096	0.374	0.00971925741817633	Marf1	serotonergic neuron
1.59491685654819e-06	-1.19519808358023	0.252	0.539	0.0381695502109113	RR48373-transposable-element	serotonergic neuron
1.73064946001718e-06	-1.57598915212041	0.043	0.27	0.0414179028771312	CG42326	serotonergic neuron
1.17730320290428e-57	-2.12047360166842	0.129	0.625	2.81752202519053e-53	Obp99b	skeletal muscle of head
2.31811054056578e-45	1.67500902217857	0.417	0.019	5.54770214568201e-41	Ldh	skeletal muscle of head
3.20356723090748e-30	1.1535442839672	0.349	0.04	7.66677709700778e-26	Dro	skeletal muscle of head
4.71029305721931e-23	1.13175576756417	0.286	0.042	1.12726733445372e-18	Arc1	skeletal muscle of head
9.41174528955801e-17	1.01910719650818	0.459	0.198	2.25241888269702e-12	Drs	skeletal muscle of head
5.81736230781437e-16	-1.0282367502574	0.29	0.538	1.39221114750614e-11	RR48373-transposable-element	skeletal muscle of head
6.78577275517282e-10	1.70929401292905	0.305	0	1.62397113576796e-05	Ldh	T neuron T3
1.02299582884549e-07	-1.73335639123708	0.049	0.382	0.00244823361759302	Obp99b	T neuron T3
5.17800910343995e-11	-1.66692192976692	0.059	0.386	1.23920113863525e-06	Obp99b	T neuron T4/T5
9.98784681273546e-10	1.48290711470211	0.23	0.012	2.39029149922385e-05	Ldh	T neuron T4/T5
1.11724271956008e-06	-1.12562721020342	0.222	0.474	0.0267378527645118	RR48373-transposable-element	T neuron T4/T5
4.65536388240243e-09	-1.71217747206602	0.124	0.509	0.000111412168433655	RR48373-transposable-element	tm5ab
2.24544475991929e-07	-1.52915202280117	0.079	0.398	0.00537379839943886	Obp99b	tm5ab
2.31794101856811e-07	1.08964343439004	0.225	0	0.00554729644563719	Ldh	tm5ab
1.87537586401074e-06	1.6644060962931	0.236	0.019	0.044881495177505	CG33978	tm5ab
2.98558185195425e-08	1.35278482035549	0.387	0	0.000714509448809691	Ldh	transmedullary neuron Tm1
6.38745820399749e-08	-1.31268453557702	0.048	0.485	0.00152864649738068	Obp99b	transmedullary neuron Tm1
1.16373215344941e-06	-1.4858440656868	0.096	0.44	0.0278504378963514	Obp99b	transmedullary Y neuron TmY5a
2.62193519324857e-20	-1.50863307141838	0.057	0.361	6.27481530448248e-16	Obp99b	transmedullary Y neuron TmY8
2.24634787709158e-15	1.13849519973151	0.189	0.003	5.37595973945557e-11	Ldh	transmedullary Y neuron TmY8
4.0652867821907e-13	-1.08308887849754	0.226	0.486	9.72904432713877e-09	RR48373-transposable-element	transmedullary Y neuron TmY8
1.79856891622977e-11	1.06370404671672	0.192	0.025	4.30433513032109e-07	Mtk	transmedullary Y neuron TmY8
6.02691009700768e-11	1.13356675005324	0.259	0.069	1.44236012441588e-06	Drs	transmedullary Y neuron TmY8
1.13707117058962e-09	1.1891750943065	0.189	0.038	2.72123872545509e-05	CG33978	transmedullary Y neuron TmY8
